alpha,P_total_nM,time_h,target_fraction,degradation_pct
100.0,1412.5375446227554,21.25,1.5245393405897384e-06,99.99984754606595
100.0,1412.5375446227554,21.5,1.1724453701761204e-06,99.99988275546299
100.0,1412.5375446227554,21.75,9.016672241387287e-07,99.99990983327758
100.0,1412.5375446227554,22.0,6.934253427321194e-07,99.99993065746573
100.0,1412.5375446227554,22.25,5.332771206074633e-07,99.99994667228795
100.0,1412.5375446227554,22.5,4.101153745490415e-07,99.99995898846254
100.0,1412.5375446227554,22.75,3.153980764365748e-07,99.99996846019236
100.0,1412.5375446227554,23.0,2.4255595744360616e-07,99.99997574440425
100.0,1412.5375446227554,23.25,1.8653691355669681e-07,99.99998134630864
100.0,1412.5375446227554,23.5,1.4345562358792977e-07,99.99998565443764
100.0,1412.5375446227554,23.75,1.1032408402227228e-07,99.9999889675916
100.0,1412.5375446227554,24.0,8.484437476596235e-08,99.99999151556253
100.0,1584.893192461114,0.0,1.0,0.0
100.0,1584.893192461114,0.25,0.9738983797489082,2.610162025109175
100.0,1584.893192461114,0.5,0.9478534653377737,5.21465346622263
100.0,1584.893192461114,0.75,0.921868989703299,7.8131010296701
100.0,1584.893192461114,1.0,0.8959489555769852,10.405104442301482
100.0,1584.893192461114,1.25,0.8700976546166063,12.990234538339374
100.0,1584.893192461114,1.5,0.844319693723144,15.568030627685603
100.0,1584.893192461114,1.75,0.8186200248278106,18.137997517218942
100.0,1584.893192461114,2.0,0.7930039559161904,20.699604408380956
100.0,1584.893192461114,2.25,0.7674771920310578,23.25228079689422
100.0,1584.893192461114,2.5,0.742045877064913,25.7954122935087
100.0,1584.893192461114,2.75,0.7167166349535716,28.328336504642838
100.0,1584.893192461114,3.0,0.6914966118044008,30.85033881955992
100.0,1584.893192461114,3.25,0.6663935210148625,33.360647898513754
100.0,1584.893192461114,3.5,0.6414156938662967,35.85843061337033
100.0,1584.893192461114,3.75,0.6165721383991654,38.34278616008346
100.0,1584.893192461114,4.0,0.5918726095717943,40.81273904282057
100.0,1584.893192461114,4.25,0.5673276937550111,43.267230624498886
100.0,1584.893192461114,4.5,0.542948910497201,45.70510895027991
100.0,1584.893192461114,4.75,0.5187488341826404,48.12511658173596
100.0,1584.893192461114,5.0,0.49474123767214256,50.52587623278575
100.0,1584.893192461114,5.25,0.47094113393750126,52.90588660624987
100.0,1584.893192461114,5.5,0.44736497739345094,55.2635022606549
100.0,1584.893192461114,5.75,0.4240307666113825,57.59692333886175
100.0,1584.893192461114,6.0,0.40095826236006343,59.90417376399366
100.0,1584.893192461114,6.25,0.3781692815621451,62.183071843785484
100.0,1584.893192461114,6.5,0.3556879102179985,64.43120897820015
100.0,1584.893192461114,6.75,0.33354070453747614,66.64592954625239
100.0,1584.893192461114,7.0,0.31175692342580313,68.8243076574197
100.0,1584.893192461114,7.25,0.2903688098796642,70.96311901203359
100.0,1584.893192461114,7.5,0.26941191419130417,73.05880858086958
100.0,1584.893192461114,7.75,0.24892542874547463,75.10745712545254
100.0,1584.893192461114,8.0,0.22895248347922612,77.10475165207738
100.0,1584.893192461114,8.25,0.2095403339008595,79.04596660991405
100.0,1584.893192461114,8.5,0.19074037143408396,80.92596285659161
100.0,1584.893192461114,8.75,0.1726080951151245,82.73919048848755
100.0,1584.893192461114,9.0,0.1552028587833174,84.47971412166825
100.0,1584.893192461114,9.25,0.13858715853478867,86.14128414652113
100.0,1584.893192461114,9.5,0.12282534483897412,87.71746551610259
100.0,1584.893192461114,9.75,0.10798194537665952,89.20180546233405
100.0,1584.893192461114,10.0,0.09411920597205364,90.58807940279463
100.0,1584.893192461114,10.25,0.08129370286344954,91.87062971365505
100.0,1584.893192461114,10.5,0.06955221693401355,93.04477830659864
100.0,1584.893192461114,10.75,0.058927406834545865,94.10725931654541
100.0,1584.893192461114,11.0,0.049433707217665684,95.05662927823343
100.0,1584.893192461114,11.25,0.04106366477253665,95.89363352274634
100.0,1584.893192461114,11.5,0.03378626669838629,96.62137333016138
100.0,1584.893192461114,11.75,0.027547245786758604,97.24527542132414
100.0,1584.893192461114,12.0,0.022271836491478462,97.77281635085215
100.0,1584.893192461114,12.25,0.017869683729920354,98.21303162700796
100.0,1584.893192461114,12.5,0.014240987643342862,98.57590123566571
100.0,1584.893192461114,12.75,0.011282810143303845,98.87171898566962
100.0,1584.893192461114,13.0,0.00889467295650953,99.11053270434904
100.0,1584.893192461114,13.25,0.006982871972619046,99.3017128027381
100.0,1584.893192461114,13.5,0.005463226532358718,99.45367734676412
100.0,1584.893192461114,13.75,0.004262397363321222,99.57376026366788
100.0,1584.893192461114,14.0,0.0033180654399736467,99.66819345600264
100.0,1584.893192461114,14.25,0.00257833439015232,99.74216656098477
100.0,1584.893192461114,14.5,0.002000682543223378,99.79993174567767
100.0,1584.893192461114,14.75,0.0015507164374465286,99.84492835625535
100.0,1584.893192461114,15.0,0.0012008987820048716,99.87991012179951
100.0,1584.893192461114,15.25,0.0009293583958104726,99.90706416041895
100.0,1584.893192461114,15.5,0.0007188336815276463,99.92811663184723
100.0,1584.893192461114,15.75,0.0005557678819554431,99.94442321180446
100.0,1584.893192461114,16.0,0.0004295547947539153,99.9570445205246
100.0,1584.893192461114,16.25,0.0003319213598358962,99.9668078640164
100.0,1584.893192461114,16.5,0.0002564293765084104,99.97435706234916
100.0,1584.893192461114,16.75,0.00019807756340129424,99.98019224365987
100.0,1584.893192461114,17.0,0.0001529862695712892,99.98470137304287
100.0,1584.893192461114,17.25,0.00011814917589935481,99.98818508241007
100.0,1584.893192461114,17.5,9.123864966182168e-05,99.99087613503382
100.0,1584.893192461114,17.75,7.045369051595073e-05,99.9929546309484
100.0,1584.893192461114,18.0,5.44014755979221e-05,99.99455985244022
100.0,1584.893192461114,18.25,4.200526545647621e-05,99.99579947345435
100.0,1584.893192461114,18.5,3.243292120955284e-05,99.99675670787904
100.0,1584.893192461114,18.75,2.5041487369657537e-05,99.99749585126303
100.0,1584.893192461114,19.0,1.9334270083164663e-05,99.99806657299169
100.0,1584.893192461114,19.25,1.4927617699451308e-05,99.99850723823005
100.0,1584.893192461114,19.5,1.1525225043645188e-05,99.99884747749563
100.0,1584.893192461114,19.75,8.898265943964576e-06,99.9991101734056
100.0,1584.893192461114,20.0,6.870036995253168e-06,99.99931299630047
100.0,1584.893192461114,20.25,5.304091595144464e-06,99.99946959084049
100.0,1584.893192461114,20.5,4.095072544528957e-06,99.99959049274555
100.0,1584.893192461114,20.75,3.161630685915572e-06,99.99968383693141
100.0,1584.893192461114,21.0,2.4409555370833107e-06,99.9997559044463
100.0,1584.893192461114,21.25,1.8845513504020506e-06,99.99981154486495
100.0,1584.893192461114,21.5,1.4549752345760813e-06,99.99985450247654
100.0,1584.893192461114,21.75,1.1233183540060199e-06,99.9998876681646
100.0,1584.893192461114,22.0,8.672610095206559e-07,99.99991327389904
100.0,1584.893192461114,22.25,6.695708943462954e-07,99.99993304291056
100.0,1584.893192461114,22.5,5.169435741302682e-07,99.99994830564259
100.0,1584.893192461114,22.75,3.9910721900472105e-07,99.99996008927809
100.0,1584.893192461114,23.0,3.0813137609801845e-07,99.99996918686239
100.0,1584.893192461114,23.25,2.3789328582289097e-07,99.99997621067142
100.0,1584.893192461114,23.5,1.8366583837132362e-07,99.99998163341617
100.0,1584.893192461114,23.75,1.4179944769394028e-07,99.99998582005523
100.0,1584.893192461114,24.0,1.0947643757361335e-07,99.99998905235624
100.0,1778.2794100389228,0.0,1.0,0.0
100.0,1778.2794100389228,0.25,0.9739773430167795,2.6022656983220482
100.0,1778.2794100389228,0.5,0.9480125819366877,5.198741806331231
100.0,1778.2794100389228,0.75,0.9221094157184209,7.789058428157913
100.0,1778.2794100389228,1.0,0.8962718087829494,10.372819121705056
100.0,1778.2794100389228,1.25,0.8705040102790425,12.949598972095755
100.0,1778.2794100389228,1.5,0.8448105803302374,15.518941966976262
100.0,1778.2794100389228,1.75,0.8191964195809758,18.08035804190242
100.0,1778.2794100389228,2.0,0.7936667810139891,20.633321898601086
100.0,1778.2794100389228,2.25,0.7682273105102103,23.17726894897897
100.0,1778.2794100389228,2.5,0.7428840881164471,25.711591188355285
100.0,1778.2794100389228,2.75,0.7176436687658554,28.23563312341446
100.0,1778.2794100389228,3.0,0.6925131239646694,30.748687603533064
100.0,1778.2794100389228,3.25,0.6675000864269651,33.249991357303486
100.0,1778.2794100389228,3.5,0.6426128000204281,35.73871999795719
100.0,1778.2794100389228,3.75,0.6178601776661203,38.213982233387966
100.0,1778.2794100389228,4.0,0.5932518699980213,40.67481300019787
100.0,1778.2794100389228,4.25,0.5687983476152296,43.120165238477036
100.0,1778.2794100389228,4.5,0.5445109996304038,45.548900036959616
100.0,1778.2794100389228,4.75,0.5204022509089273,47.95977490910727
100.0,1778.2794100389228,5.0,0.49648569987872726,50.351430012127274
100.0,1778.2794100389228,5.25,0.47277616235582937,52.72238376441707
100.0,1778.2794100389228,5.5,0.4492898594456284,55.07101405543716
100.0,1778.2794100389228,5.75,0.42604452412693056,57.395547587306936
100.0,1778.2794100389228,6.0,0.40305960711818345,59.694039288181656
100.0,1778.2794100389228,6.25,0.38035655187187745,61.96434481281226
100.0,1778.2794100389228,6.5,0.35795899733288306,64.20410026671169
100.0,1778.2794100389228,6.75,0.33589297086104397,66.4107029138956
100.0,1778.2794100389228,7.0,0.31418710983389436,68.58128901661055
100.0,1778.2794100389228,7.25,0.29287292706763174,70.71270729323682
100.0,1778.2794100389228,7.5,0.2719851127189713,72.80148872810287
100.0,1778.2794100389228,7.75,0.2515618443184289,74.84381556815711
100.0,1778.2794100389228,8.0,0.23164505780960157,76.83549421903984
100.0,1778.2794100389228,8.25,0.21228061695512895,78.7719383044871
100.0,1778.2794100389228,8.5,0.19351831712799786,80.64816828720022
100.0,1778.2794100389228,8.75,0.17541186447567703,82.4588135524323
100.0,1778.2794100389228,9.0,0.1580186288745112,84.19813711254888
100.0,1778.2794100389228,9.25,0.1413989755154843,85.86010244845157
100.0,1778.2794100389228,9.5,0.12561507936980995,87.438492063019
100.0,1778.2794100389228,9.75,0.11072937273254499,88.9270627267455
100.0,1778.2794100389228,10.0,0.09680228042929073,90.31977195707093
100.0,1778.2794100389228,10.25,0.0838891049243663,91.61108950756336
100.0,1778.2794100389228,10.5,0.07203621769146369,92.79637823085363
100.0,1778.2794100389228,10.75,0.06127702385827462,93.87229761417254
100.0,1778.2794100389228,11.0,0.05162807913061408,94.83719208693859
100.0,1778.2794100389228,11.25,0.04308551096407885,95.69144890359212
100.0,1778.2794100389228,11.5,0.03562319041693711,96.43768095830629
100.0,1778.2794100389228,11.75,0.029192645697300748,97.08073543026993
100.0,1778.2794100389228,12.0,0.02372523320535356,97.62747667946464
100.0,1778.2794100389228,12.25,0.019136399568057103,98.08636004319429
100.0,1778.2794100389228,12.5,0.015331266287559877,98.466873371244
100.0,1778.2794100389228,12.75,0.01221056802803482,98.77894319719653
100.0,1778.2794100389228,13.0,0.00967611632606395,99.03238836739361
100.0,1778.2794100389228,13.25,0.007635201376488671,99.23647986235113
100.0,1778.2794100389228,13.5,0.0060035657087369985,99.3996434291263
100.0,1778.2794100389228,13.75,0.004707008542497758,99.52929914575023
100.0,1778.2794100389228,14.0,0.003681848190814897,99.63181518091851
100.0,1778.2794100389228,14.25,0.0028745645697084805,99.71254354302916
100.0,1778.2794100389228,14.5,0.002240933050305599,99.77590669496944
100.0,1778.2794100389228,14.75,0.001744902483715164,99.82550975162849
100.0,1778.2794100389228,15.0,0.0013573993265841213,99.86426006734159
100.0,1778.2794100389228,15.25,0.0010551767019942046,99.89448232980058
100.0,1778.2794100389228,15.5,0.0008197716839383935,99.91802283160615
100.0,1778.2794100389228,15.75,0.0006365980877338822,99.93634019122662
100.0,1778.2794100389228,16.0,0.0004941802148795568,99.95058197851205
100.0,1778.2794100389228,16.25,0.00038351878000080484,99.96164812199993
100.0,1778.2794100389228,16.5,0.0002975743510891744,99.9702425648911
100.0,1778.2794100389228,16.75,0.00023085138477105935,99.97691486152289
100.0,1778.2794100389228,17.0,0.00017906620082399472,99.9820933799176
100.0,1778.2794100389228,17.25,0.00013888372952575704,99.98611162704742
100.0,1778.2794100389228,17.5,0.00010770985399792333,99.98922901460021
100.0,1778.2794100389228,17.75,8.352824542444915e-05,99.99164717545756
100.0,1778.2794100389228,18.0,6.47725496869714e-05,99.9935227450313
100.0,1778.2794100389228,18.25,5.022649665502772e-05,99.99497735033451
100.0,1778.2794100389228,18.5,3.8945974032587484e-05,99.99610540259674
100.0,1778.2794100389228,18.75,3.0198319932072426e-05,99.99698016800679
100.0,1778.2794100389228,19.0,2.341508015261532e-05,99.99765849198474
100.0,1778.2794100389228,19.25,1.81552744889605e-05,99.9981844725511
100.0,1778.2794100389228,19.5,1.407685288883287e-05,99.99859231471112
100.0,1778.2794100389228,19.75,1.0914526508921494e-05,99.9989085473491
100.0,1778.2794100389228,20.0,8.46255631797555e-06,99.99915374436821
100.0,1778.2794100389228,20.25,6.561395015064305e-06,99.99934386049848
100.0,1778.2794100389228,20.5,5.0873216822429215e-06,99.99949126783177
100.0,1778.2794100389228,20.75,3.94440024531425e-06,99.99960555997546
100.0,1778.2794100389228,21.0,3.05824161925993e-06,99.99969417583807
100.0,1778.2794100389228,21.25,2.3711654977062933e-06,99.99976288345023
100.0,1778.2794100389228,21.5,1.8384480514080827e-06,99.99981615519485
100.0,1778.2794100389228,21.75,1.4254120000297764e-06,99.9998574588
100.0,1778.2794100389228,22.0,1.1051700619500435e-06,99.99988948299381
100.0,1778.2794100389228,22.25,8.568751415529662e-07,99.99991431248586
100.0,1778.2794100389228,22.5,6.643635046423028e-07,99.99993356364953
100.0,1778.2794100389228,22.75,5.151027034648089e-07,99.99994848972965
100.0,1778.2794100389228,23.0,3.9937581859254814e-07,99.99996006241814
100.0,1778.2794100389228,23.25,3.0964894514766406e-07,99.99996903510548
100.0,1778.2794100389228,23.5,2.400807663517227e-07,99.99997599192336
100.0,1778.2794100389228,23.75,1.8614229926805665e-07,99.99998138577007
100.0,1778.2794100389228,24.0,1.443220649784859e-07,99.9999855677935
100.0,1995.262314968883,0.0,1.0,0.0
100.0,1995.262314968883,0.25,0.9740623063174508,2.5937693682549168
100.0,1995.262314968883,0.5,0.9481837885031104,5.181621149688964
100.0,1995.262314968883,0.75,0.9223681170473567,7.763188295264333
100.0,1995.262314968883,1.0,0.8966192236474715,10.338077635252851
100.0,1995.262314968883,1.25,0.8709413204980273,12.905867950197269
100.0,1995.262314968883,1.5,0.8453389263296021,15.466107367039793
100.0,1995.262314968883,1.75,0.8198168955650019,18.018310443499807
100.0,1995.262314968883,2.0,0.7943804308430406,20.561956915695944
100.0,1995.262314968883,2.25,0.7690351229564417,23.096487704355827
100.0,1995.262314968883,2.5,0.7437869914272083,25.621300857279174
100.0,1995.262314968883,2.75,0.7186425246036293,28.13574753963707
100.0,1995.262314968883,3.0,0.6936087207682408,30.639127923175923
100.0,1995.262314968883,3.25,0.668693132159298,33.13068678407019
100.0,1995.262314968883,3.5,0.6439039141403178,35.609608585968225
100.0,1995.262314968883,3.75,0.6192498819901348,38.07501180098652
100.0,1995.262314968883,4.0,0.594740577915024,40.525942208497604
100.0,1995.262314968883,4.25,0.5703863508880284,42.961364911197165
100.0,1995.262314968883,4.5,0.5461984517798789,45.38015482201211
100.0,1995.262314968883,4.75,0.522189145939787,47.7810854060213
100.0,1995.262314968883,5.0,0.49837184488987335,50.16281551101267
100.0,1995.262314968883,5.25,0.4747611522047513,52.52388477952488
100.0,1995.262314968883,5.5,0.45137303799766,54.862696200234005
100.0,1995.262314968883,5.75,0.42822494851111614,57.177505148888386
100.0,1995.262314968883,6.0,0.40533599956021876,59.46640004397812
100.0,1995.262314968883,6.25,0.38272723225222255,61.72727677477774
100.0,1995.262314968883,6.5,0.3604218050735176,63.95781949264824
100.0,1995.262314968883,6.75,0.33844517797251167,66.15548220274883
100.0,1995.262314968883,7.0,0.31682532238609534,68.31746776139047
100.0,1995.262314968883,7.25,0.2955929699831853,70.44070300168147
100.0,1995.262314968883,7.5,0.2747818925943352,72.52181074056648
100.0,1995.262314968883,7.75,0.2544291868707364,74.55708131292636
100.0,1995.262314968883,8.0,0.23457552036266383,76.54244796373362
100.0,1995.262314968883,8.25,0.21526528183832044,78.47347181616794
100.0,1995.262314968883,8.5,0.19654657808954565,80.34534219104543
100.0,1995.262314968883,8.75,0.1784712193585557,82.15287806414443
100.0,1995.262314968883,9.0,0.16109447800538607,83.8905521994614
100.0,1995.262314968883,9.25,0.14447446378912596,85.5525536210874
100.0,1995.262314968883,9.5,0.1286710391445,87.13289608554999
100.0,1995.262314968883,9.75,0.11374439088249501,88.6255609117505
100.0,1995.262314968883,10.0,0.09975295853880096,90.0247041461199
100.0,1995.262314968883,10.25,0.08675059188516453,91.32494081148354
100.0,1995.262314968883,10.5,0.07478306315488667,92.52169368451133
100.0,1995.262314968883,10.75,0.06388433477239774,93.61156652276023
100.0,1995.262314968883,11.0,0.05407291527079768,94.59270847292022
100.0,1995.262314968883,11.25,0.045348401855135,95.4651598144865
100.0,1995.262314968883,11.5,0.0376895352106728,96.23104647893273
100.0,1995.262314968883,11.75,0.031053762879937545,96.89462371200625
100.0,1995.262314968883,12.0,0.025378848285079685,97.46211517149203
100.0,1995.262314968883,12.25,0.02058647580818976,97.94135241918103
100.0,1995.262314968883,12.5,0.016587232024842063,98.3412767975158
100.0,1995.262314968883,12.75,0.013286111135325792,98.67138888646743
100.0,1995.262314968883,13.0,0.010587774227558267,98.94122257724418
100.0,1995.262314968883,13.25,0.008400981067811867,99.15990189321882
100.0,1995.262314968883,13.5,0.006641754411582329,99.33582455884176
100.0,1995.262314968883,13.75,0.0052352616416009,99.47647383583991
100.0,1995.262314968883,14.0,0.004116571010989765,99.58834289890103
100.0,1995.262314968883,14.25,0.003230555540073286,99.67694444599267
100.0,1995.262314968883,14.5,0.002531233753373504,99.74687662466265
100.0,1995.262314968883,14.75,0.0019807962030469633,99.8019203796953
100.0,1995.262314968883,15.0,0.0015485059677372447,99.84514940322627
100.0,1995.262314968883,15.25,0.0012096021736093655,99.87903978263907
100.0,1995.262314968883,15.5,0.0009442818764385904,99.90557181235614
100.0,1995.262314968883,15.75,0.0007367973887807163,99.92632026112193
100.0,1995.262314968883,16.0,0.0005746821040338633,99.94253178959661
100.0,1995.262314968883,16.25,0.0004481017113675913,99.95518982886324
100.0,1995.262314968883,16.5,0.0003493198889600085,99.965068011104
100.0,1995.262314968883,16.75,0.0002722639470436248,99.97277360529564
100.0,1995.262314968883,17.0,0.00021217517565869803,99.97878248243413
100.0,1995.262314968883,17.25,0.000165329483437549,99.98346705165625
100.0,1995.262314968883,17.5,0.00012881547991710452,99.98711845200829
100.0,1995.262314968883,17.75,0.00010035896518416529,99.98996410348158
100.0,1995.262314968883,18.0,7.818459555613323e-05,99.99218154044439
100.0,1995.262314968883,18.25,6.090714004119824e-05,99.99390928599588
100.0,1995.262314968883,18.5,4.7446172823058123e-05,99.9952553827177
100.0,1995.262314968883,18.75,3.695925677624526e-05,99.99630407432237
100.0,1995.262314968883,19.0,2.878967427114925e-05,99.99712103257289
100.0,1995.262314968883,19.25,2.2425577428968585e-05,99.99775744225711
100.0,1995.262314968883,19.5,1.7468086933874947e-05,99.9982531913066
100.0,1995.262314968883,19.75,1.3606393487644413e-05,99.99863936065123
100.0,1995.262314968883,20.0,1.0598333200054756e-05,99.99894016668
100.0,1995.262314968883,20.25,8.255239298773528e-06,99.99917447607012
100.0,1995.262314968883,20.5,6.4301315804155944e-06,99.99935698684196
100.0,1995.262314968883,20.75,5.008510279463346e-06,99.99949914897205
100.0,1995.262314968883,21.0,3.901181204313666e-06,99.99960988187956
100.0,1995.262314968883,21.25,3.0386646715088013e-06,99.99969613353285
100.0,1995.262314968883,21.5,2.366839066133339e-06,99.99976331609338
100.0,1995.262314968883,21.75,1.8435466642798663e-06,99.99981564533357
100.0,1995.262314968883,22.0,1.4359493314606625e-06,99.99985640506685
100.0,1995.262314968883,22.25,1.118468520108764e-06,99.99988815314799
100.0,1995.262314968883,22.5,8.711805212173591e-07,99.99991288194788
100.0,1995.262314968883,22.75,6.785663928670399e-07,99.99993214336071
100.0,1995.262314968883,23.0,5.285381987851592e-07,99.99994714618012
100.0,1995.262314968883,23.25,4.11680495900365e-07,99.99995883195041
100.0,1995.262314968883,23.5,3.206594982544253e-07,99.99996793405018
100.0,1995.262314968883,23.75,2.49762855721331e-07,99.99997502371443
100.0,1995.262314968883,24.0,1.9454117578961602e-07,99.99998054588242
100.0,2238.721138568342,0.0,1.0,0.0
100.0,2238.721138568342,0.25,0.9741537672419746,2.5846232758025445
100.0,2238.721138568342,0.5,0.9483680850106444,5.16319149893556
100.0,2238.721138568342,0.75,0.9226466005792674,7.73533994207326
100.0,2238.721138568342,1.0,0.8969932182472115,10.300678175278854
100.0,2238.721138568342,1.25,0.8714121185603488,12.858788143965116
100.0,2238.721138568342,1.5,0.845907784019664,15.409221598033596
100.0,2238.721138568342,1.75,0.82048502771516,17.951497228484005
100.0,2238.721138568342,2.0,0.7951490064729254,20.485099352707458
100.0,2238.721138568342,2.25,0.7699052600044298,23.009473999557017
100.0,2238.721138568342,2.5,0.7447597506298008,25.524024937019917
100.0,2238.721138568342,2.75,0.7197189026021742,28.02810973978258
100.0,2238.721138568342,3.0,0.6947896424942474,30.521035750575265
100.0,2238.721138568342,3.25,0.6699794424655537,33.00205575344462
100.0,2238.721138568342,3.5,0.6452963685111623,35.47036314888376
100.0,2238.721138568342,3.75,0.6207491359878538,37.92508640121463
100.0,2238.721138568342,4.0,0.5963471748090516,40.36528251909483
100.0,2238.721138568342,4.25,0.5721007066798864,42.789929332011354
100.0,2238.721138568342,4.5,0.5480208365918567,45.197916340814324
100.0,2238.721138568342,4.75,0.5241196604939496,47.58803395060504
100.0,2238.721138568342,5.0,0.5004103905833923,49.95896094166077
100.0,2238.721138568342,5.25,0.47690740301982226,52.309259698017776
100.0,2238.721138568342,5.5,0.453626399108559,54.6373600891441
100.0,2238.721138568342,5.75,0.4305845168820585,56.94154831179414
100.0,2238.721138568342,6.0,0.4078005119282905,59.21994880717095
100.0,2238.721138568342,6.25,0.3852949936549495,61.47050063450506
100.0,2238.721138568342,6.5,0.3630906062268619,63.6909393773138
100.0,2238.721138568342,6.75,0.3412122031762316,65.87877968237684
100.0,2238.721138568342,7.0,0.31968704518153995,68.03129548184602
100.0,2238.721138568342,7.25,0.29854503151039696,70.14549684896029
100.0,2238.721138568342,7.5,0.27781895745490126,72.21810425450987
100.0,2238.721138568342,7.75,0.25754477321279823,74.24552267872018
100.0,2238.721138568342,8.0,0.23776180470023692,76.22381952997631
100.0,2238.721138568342,8.25,0.21851288452367648,78.14871154763236
100.0,2238.721138568342,8.5,0.19984434149408595,80.01556585059141
100.0,2238.721138568342,8.75,0.1818059909677677,81.81940090322323
100.0,2238.721138568342,9.0,0.1644508992873953,83.55491007126047
100.0,2238.721138568342,9.25,0.1478348020886717,85.21651979113282
100.0,2238.721138568342,9.5,0.1320151179161097,86.79848820838902
100.0,2238.721138568342,9.75,0.11704964245924065,88.29503575407594
100.0,2238.721138568342,10.0,0.10299466706007421,89.70053329399258
100.0,2238.721138568342,10.25,0.08990240530911027,91.00975946908896
100.0,2238.721138568342,10.5,0.07781782619646894,92.21821738035311
100.0,2238.721138568342,10.75,0.06677523294003751,93.32247670599625
100.0,2238.721138568342,11.0,0.05679487538070391,94.32051246192961
100.0,2238.721138568342,11.25,0.047879649315658974,95.21203506843409
100.0,2238.721138568342,11.5,0.040013077300618066,95.99869226993819
100.0,2238.721138568342,11.75,0.03315857169822406,96.68414283017759
100.0,2238.721138568342,12.0,0.027260518066331306,97.27394819336686
100.0,2238.721138568342,12.25,0.022247227747614527,97.77527722523854
100.0,2238.721138568342,12.5,0.018035283465769325,98.19647165342306
100.0,2238.721138568342,12.75,0.014534551296788047,98.5465448703212
100.0,2238.721138568342,13.0,0.01165316106879868,98.83468389312013
100.0,2238.721138568342,13.25,0.009301899405598538,99.06981005944014
100.0,2238.721138568342,13.5,0.007397517264987191,99.26024827350129
100.0,2238.721138568342,13.75,0.005864867314078017,99.4135132685922
100.0,2238.721138568342,14.0,0.004637955602395543,99.53620443976044
100.0,2238.721138568342,14.25,0.003660123684968796,99.63398763150312
100.0,2238.721138568342,14.5,0.0028836204481799024,99.71163795518201
100.0,2238.721138568342,14.75,0.002268802642163676,99.77311973578364
100.0,2238.721138568342,15.0,0.001783154760563005,99.8216845239437
100.0,2238.721138568342,15.25,0.0014002655153024224,99.85997344846976
100.0,2238.721138568342,15.5,0.0010988480450538573,99.89011519549462
100.0,2238.721138568342,15.75,0.000861851277600495,99.91381487223995
100.0,2238.721138568342,16.0,0.0006756838370701058,99.93243161629299
100.0,2238.721138568342,16.25,0.0005295539370125406,99.94704460629875
100.0,2238.721138568342,16.5,0.00041491886374501726,99.9585081136255
100.0,2238.721138568342,16.75,0.00032503252279409003,99.96749674772059
100.0,2238.721138568342,17.0,0.0002545776738628002,99.97454223261371
100.0,2238.721138568342,17.25,0.00019936952390494216,99.9800630476095
100.0,2238.721138568342,17.5,0.0001561183902120335,99.9843881609788
100.0,2238.721138568342,17.75,0.00012224061339790855,99.9877759386602
100.0,2238.721138568342,18.0,9.570848912661043e-05,99.99042915108734
100.0,2238.721138568342,18.25,7.493153431025581e-05,99.99250684656897
100.0,2238.721138568342,18.5,5.866276322313336e-05,99.99413372367769
100.0,2238.721138568342,18.75,4.592484086816277e-05,99.99540751591319
100.0,2238.721138568342,19.0,3.595198079049049e-05,99.99640480192095
100.0,2238.721138568342,19.25,2.8144281767539077e-05,99.99718557182324
100.0,2238.721138568342,19.5,2.2031871847936873e-05,99.99779681281521
100.0,2238.721138568342,19.75,1.7246772427107828e-05,99.9982753227573
100.0,2238.721138568342,20.0,1.3500831522993003e-05,99.99864991684771
100.0,2238.721138568342,20.25,1.0568424908104183e-05,99.99894315750919
100.0,2238.721138568342,20.5,8.272898865436733e-06,99.99917271011346
100.0,2238.721138568342,20.75,6.475948175469823e-06,99.99935240518245
100.0,2238.721138568342,21.0,5.069295466305364e-06,99.99949307045337
100.0,2238.721138568342,21.25,3.968174322526938e-06,99.99960318256774
100.0,2238.721138568342,21.5,3.106225757715014e-06,99.99968937742423
100.0,2238.721138568342,21.75,2.4315019090918543e-06,99.9997568498091
100.0,2238.721138568342,22.0,1.9033369735001787e-06,99.99980966630265
100.0,2238.721138568342,22.25,1.4898973209693493e-06,99.9998510102679
100.0,2238.721138568342,22.5,1.1662634630474998e-06,99.9998833736537
100.0,2238.721138568342,22.75,9.129284624732953e-07,99.99990870715375
100.0,2238.721138568342,23.0,7.146224011801579e-07,99.99992853775989
100.0,2238.721138568342,23.25,5.593921258969659e-07,99.99994406078741
100.0,2238.721138568342,23.5,4.378808477002673e-07,99.99995621191523
100.0,2238.721138568342,23.75,3.4276420035221734e-07,99.99996572357996
100.0,2238.721138568342,24.0,2.683087819034568e-07,99.99997316912182
100.0,2511.886431509582,0.0,1.0,0.0
100.0,2511.886431509582,0.25,0.974252268262984,2.5747731737016055
100.0,2511.886431509582,0.5,0.9485665612037758,5.143343879622419
100.0,2511.886431509582,0.75,0.9229465078356003,7.705349216439972
100.0,2511.886431509582,1.0,0.8973959900796438,10.260400992035624
100.0,2511.886431509582,1.25,0.871919161832033,12.8080838167967
100.0,2511.886431509582,1.5,0.8465204742339413,15.347952576605872
100.0,2511.886431509582,1.75,0.8212047036655724,17.879529633442758
100.0,2511.886431509582,2.0,0.7959769654364033,20.40230345635967
100.0,2511.886431509582,2.25,0.7708427519907267,22.91572480092733
100.0,2511.886431509582,2.5,0.7458079716276768,25.419202837232323
