formulation,absorption_enabled,time_h,undissolved_mg,dissolved_mg,precipitated_mg,absorbed_mg,growth_site_activation,free_concentration_mg_ml
amorphous,True,1.8333333333333333,-2.5482332839259327e-10,10.282922118067907,73.58663761492791,16.130440267258976,4.1484521877014044,0.011425469020075452
amorphous,True,1.8416666666666666,-2.5482332839259327e-10,10.222633864223317,73.62129430268985,16.15607183334163,4.1484521877014044,0.011358482071359241
amorphous,True,1.8499999999999999,-2.5482332839259327e-10,10.164137176118226,73.6543078946303,16.18155492950626,4.1484521877014044,0.011293485751242473
amorphous,True,1.8583333333333334,-2.5482332839259327e-10,10.107378814837295,73.68572721763353,16.206893967783973,4.1484521877014044,0.011230420905374773
amorphous,True,1.8666666666666667,-2.5482332839259327e-10,10.052307123503196,73.71559964765551,16.232093229096098,4.1484521877014044,0.011169230137225773
amorphous,True,1.875,-2.5482332839259327e-10,9.99887198026703,73.74397115283757,16.2571568671502,4.1484521877014044,0.011109857755852255
amorphous,True,1.8833333333333333,-2.5482332839259327e-10,9.947024752695501,73.77088633533894,16.282088912220345,4.1484521877014044,0.011052249725217223
amorphous,True,1.8916666666666666,-2.5482332839259327e-10,9.896718253513338,73.79638847192639,16.306893274815057,4.1484521877014044,0.01099635361501482
amorphous,True,1.9,-2.5482332839259327e-10,9.847906697660724,73.82051955335784,16.33157374923623,4.1484521877014044,0.01094211855295636
amorphous,True,1.9083333333333332,-2.5482332839259327e-10,9.800545660626621,73.8433203225958,16.356134017032375,4.1484521877014044,0.010889495178474025
amorphous,True,1.9166666666666667,-2.5482332839259327e-10,9.75459203802018,73.86483031188547,16.380577650349146,4.1484521877014044,0.0108384355978002
amorphous,True,1.925,-2.5482332839259327e-10,9.710004006343338,73.88508787873106,16.4049081151804,4.1484521877014044,0.010788893340381486
amorphous,True,1.9333333333333333,-2.5482332839259327e-10,9.66674098492901,73.9041302408032,16.42912877452259,4.1484521877014044,0.010740823316587789
amorphous,True,1.9416666666666667,-2.5482332839259327e-10,9.624763599010212,73.92199350980913,16.45324289143546,4.1484521877014044,0.010694181776678012
amorphous,True,1.95,-2.5482332839259327e-10,9.584033643886483,73.93871272435655,16.47725363201177,4.1484521877014044,0.010648926270984982
amorphous,True,1.9583333333333333,-2.5482332839259327e-10,9.544514050155096,73.95432188184091,16.501164068258788,4.1484521877014044,0.01060501561128344
amorphous,True,1.9666666666666666,-2.5482332839259327e-10,9.50616884997531,73.96885396938534,16.52497718089415,4.1484521877014044,0.0105624098333059
amorphous,True,1.9749999999999999,-2.5482332839259327e-10,9.46896314433507,73.98234099386109,16.548695862058644,4.1484521877014044,0.010521070160372301
amorphous,True,1.9833333333333334,-2.5482332839259327e-10,9.43286307129032,73.9948140110161,16.572322917948377,4.1484521877014044,0.010480958968100355
amorphous,True,1.9916666666666667,-2.5482332839259327e-10,9.397835775148039,74.00630315373803,16.59586107136873,4.1484521877014044,0.010442039750164488
amorphous,True,2.0,-2.5482332839259327e-10,9.36384937656497,74.01683765947739,16.619312964212437,4.1484521877014044,0.010404277085072189
amorphous,True,2.0083333333333333,-2.5482332839259327e-10,9.330872943534839,74.02644589685598,16.642681159863987,4.1484521877014044,0.010367636603927598
amorphous,True,2.0166666666666666,-2.5482332839259327e-10,9.29887646323765,74.03515539148454,16.665968145532617,4.1484521877014044,0.010332084959152945
amorphous,True,2.025,-2.5482332839259327e-10,9.267830814725476,74.04299285101337,16.68917633451596,4.1484521877014044,0.010297589794139419
amorphous,True,2.033333333333333,-2.5482332839259327e-10,9.237707742419834,74.04998418943853,16.71230806839643,4.1484521877014044,0.010264119713799816
amorphous,True,2.0416666666666665,-2.5482332839259327e-10,9.208479830396607,74.05615455068586,16.735365619172335,4.1484521877014044,0.010231644255996231
