id,concentration_M,kobs_ODE_fit_s,kobs_exact_s,kobs_rapid_equilibrium_s,kobs_QSSA_s,relative_fit_eigen_error,model
W03,9.085175756516881e-06,0.011740977146115206,0.011740977587252482,0.011741523471075328,0.011716286927933514,3.757244848578978e-08,forward-only clamped free inhibitor
W03,1.4677992676220705e-05,0.01183847330350964,0.011838473704508724,0.011838687916291564,0.011822794918927983,3.3872532445577974e-08,forward-only clamped free inhibitor
W03,2.3713737056616554e-05,0.011899555488488214,0.01189955597237432,0.01189963927451749,0.01188969545400474,4.066421532833431e-08,forward-only clamped free inhibitor
W03,3.831186849557293e-05,0.011937648803954936,0.01193764933700389,0.011937681548734104,0.011931485284698734,4.465275693643633e-08,forward-only clamped free inhibitor
W03,6.18965818891261e-05,0.01196133750857838,0.01196133811760043,0.011961350529659019,0.011957499271213728,5.0915879512558604e-08,forward-only clamped free inhibitor
W03,0.0001,0.011976042443117903,0.011976043131928056,0.011976047904191617,0.011973657952504492,5.751567067058261e-08,forward-only clamped free inhibitor
W04,1e-09,4.119769675830987e-05,4.1197699086544735e-05,4.488778054862842e-05,4.1189931350114416e-05,5.6513711155226076e-08,forward-only clamped free inhibitor
W04,1.6155980984398763e-09,6.647295471032573e-05,6.647295756022798e-05,7.240945299338147e-05,6.645276333449195e-05,4.287310750861195e-08,forward-only clamped free inhibitor
W04,2.6101572156825333e-09,0.00010716988145688738,0.00010716988623727457,0.0001166955901142762,0.00010711751451570288,4.460569436037787e-08,forward-only clamped free inhibitor
W04,4.216965034285823e-09,0.00017256246152485497,0.00017256246865088933,0.0001877837329531839,0.0001724271816994445,4.129538944130928e-08,forward-only clamped free inhibitor
W04,6.812920690579622e-09,0.0002772871748044399,0.00027728718621448944,0.0003014470932296348,0.00027693991457878903,4.114885265860124e-08,forward-only clamped free inhibitor
W04,1.1006941712522103e-08,0.00044410810422420297,0.00044410812529837896,0.0004820476997295483,0.0004432256690832677,4.745280435258792e-08,forward-only clamped free inhibitor
W04,1.7782794100389228e-08,0.00070758885011789,0.0007075888773665523,0.0007661643761473131,0.0007053821739574227,3.850917273950927e-08,forward-only clamped free inhibitor
W04,2.8729848333536684e-08,0.0011181501908086103,0.001118150236681805,0.001206207760000292,0.0011127696485561452,4.1025967068009095e-08,forward-only clamped free inhibitor
W04,4.641588833612782e-08,0.0017444957739255714,0.0017444958634932378,0.001871541788452707,0.001731879090740411,5.134300873343989e-08,forward-only clamped free inhibitor
W04,7.498942093324559e-08,0.0026694514254840132,0.002669451586397637,0.002841767663259433,0.0026415607085038977,6.027965604449292e-08,forward-only clamped free inhibitor
W04,1.21152765862859e-07,0.003970692806412957,0.003970693007370935,0.004184473207046789,0.0039140966699755106,5.061030361463992e-08,forward-only clamped free inhibitor
