compound,time_h,plasma_unbound_uM,liver_unbound_uM,gut_proxy_uM,hep_CYP3A4,hep_CYP2D6,hep_CYP2C9,gut_CYP3A4,gut_CYP2D6,gut_CYP2C9
Fluconazole,31.5,0.34223140645080896,0.31004571426716526,0.35126093654863383,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,31.75,0.3304820059474118,0.2993401520820537,0.3375142149075772,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,32.0,0.3191252975619914,0.2890059872422905,0.32460199064600725,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,32.25,0.3081505317021176,0.27902994952925275,0.3124157869740617,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,32.5,0.2975467107231508,0.26939932772231534,0.3008684969520176,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,32.75,0.28730273443211213,0.2601019279224838,0.28988974572993015,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,33.0,0.2774075101973,0.2511260382815295,0.2794222779516284,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,33.25,0.2678500357443161,0.2424603987914599,0.2694191395090336,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,33.5,0.258619460689003,0.2340941751264714,0.2598414808031011,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,33.75,0.24970513166304686,0.22601693572259335,0.25065684263411303,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,34.0,0.24109662473959728,0.2182186314697559,0.24183781860120332,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,34.25,0.23278376805662337,0.210689577524884,0.2333610109920832,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,34.5,0.2247566569215522,0.2034204368529058,0.2252062145782101,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,34.75,0.2170056631026199,0.19640220520297857,0.21735577935883443,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,35.0,0.2095214397365732,0.1896261972648514,0.2097941109465282,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,35.25,0.2022949228553339,0.18308403382890487,0.20250727969182275,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,35.5,0.1953173303675963,0.17676762979849414,0.19548271433166217,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,35.75,0.18858015916210358,0.1706691829254894,0.1887089606168864,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,36.0,0.18207518078843732,0.16478116318447927,16.507639951123597,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,36.25,0.5188643913447414,0.9289904854049365,13.233227019603516,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,36.5,0.5843241410588955,0.8876663887553976,10.486279712536623,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,36.75,0.626904671745045,0.8468354646703029,8.338555428740653,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,37.0,0.6541131091330633,0.8096365347626503,6.659952796896926,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,37.25,0.6695801110307033,0.7754865933064701,5.34693311414878,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,37.5,0.67610060686753,0.7438902849004969,4.318827231069724,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,37.75,0.6758441726137475,0.7144552805187059,3.5128035273567053,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,38.0,0.6704939072078115,0.6868700280602933,2.87992086759445,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,38.25,0.661354245696435,0.6608861825757377,2.3820586133080486,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,38.5,0.6494349691570606,0.6363047745702453,1.989521638989583,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,38.75,0.6355165632689306,0.6129654838000638,1.6791776723848626,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,39.0,0.6202011589231258,0.5907382912091714,1.4330056990237554,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,39.25,0.6039521777880483,0.569516938027353,1.2369653192384917,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,39.5,0.5871252058812471,0.5492138524208215,1.0801166038598196,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,39.75,0.5699920325593298,0.5297561775210579,0.9539343126151058,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,40.0,0.5527593599043908,0.5110826787007166,0.8517740721410134,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,40.25,0.5355833755923186,0.4931413274549605,0.7684563857749814,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,40.5,0.5185810880335807,0.4758874147087464,0.6999428710079351,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,40.75,0.5018391555955384,0.4592820762509925,0.6430839262549972,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,41.0,0.48542075179654376,0.4432911395479639,0.5954223511150161,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,41.25,0.4693709108237054,0.4278842204475782,0.5550402861745689,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,41.5,0.453720682223634,0.413034015506374,0.5204400961525216,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,41.75,0.43849036420424486,0.39871574591639775,0.49045152250849927,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,42.0,0.4236920148921423,0.3849067204848105,0.4641594284321592,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,42.25,0.4093314051156202,0.3715859907957638,0.44084747465659,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,42.5,0.39540953347488955,0.3587340788427786,0.4199542869797531,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,42.75,0.38192380297771433,0.3463327608364227,0.4010392863422831,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,43.0,0.36886893250400143,0.3343648951917614,0.3837560942382976,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,43.25,0.3562376631321623,0.3228142848490338,0.3678318027375431,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,43.5,0.3440213040682501,0.31166556658453287,0.3530508340654729,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,43.75,0.3322101541905017,0.30090412139824874,0.33924236330762886,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,44.0,0.3207938267278607,0.2905160014524158,0.3262705197346823,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,44.25,0.309761498564123,0.28048787002370273,0.31402675397384844,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,44.5,0.2991021011266286,0.27080695167070173,0.30242388729865183,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,44.75,0.28880446569070284,0.2614609904981939,0.29139147701085294,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,45.0,0.27885743349147085,0.2524382147943374,0.28087220125477014,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,45.25,0.26924993838845485,0.24372730675538512,0.27081904213536556,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,45.5,0.25997106833402983,0.23531737625384935,0.26119308848894174,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,45.75,0.2510101104327974,0.22719793784731235,0.25196182140652496,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,46.0,0.24235658327524986,0.2193588904078956,0.24309777711039546,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,46.25,0.23400025950181458,0.21179049886889117,0.23457750243174852,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,46.5,0.22593118083922392,0.2044833777037722,0.22638073853163238,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,46.75,0.2181396673251994,0.19742847584258896,0.21848978359225088,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,47.0,0.21061632214524278,0.19061706277261187,0.2108889933648126,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,47.25,0.20335203310679237,0.18404071564027003,0.20356438994973822,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,47.5,0.19633797155727634,0.17769130721069526,0.19650335551142747,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,47.75,0.18956558942874258,0.1715609945520053,0.18969439089730508,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,48.0,0.18302661486934632,0.1656422083564158,16.508591385166056,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,48.25,0.5197830034033302,0.9298218280671219,13.234145631637512,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,48.5,0.5852110616755158,0.8884690498217221,10.487166633131542,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,48.75,0.6277609936727245,0.8476104335607217,8.339411750704986,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,49.0,0.6549398893840109,0.8103847687509754,6.660779577816054,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,49.25,0.6703783672352841,0.7762090124863542,5.347731368830309,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,49.5,0.6768713250898222,0.7445877825624931,4.3195979447784225,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,49.75,0.676588302225418,0.7151287156668201,3.513547652125453,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,50.0,0.6712123643256543,0.6875202301503668,2.88063933714381,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,50.25,0.662047917740589,0.6615139535636148,2.382752276957036,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,50.5,0.6501047098841706,0.6369108881139799,1.9901913817619157,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,50.75,0.6361631989103279,0.6135506871344696,1.679824305111831,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,51.0,0.620825486303357,0.5913033057406158,1.4336300264645467,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,51.25,0.6045549666539353,0.5700624601949115,1.2375681064191772,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,51.5,0.5877071991988048,0.5497405547373136,1.0806985970580443,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,51.75,0.5705539478118917,0.5302647092152322,0.9544962269889019,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,52.0,0.5533018897209313,0.5115736666547358,0.8523166017452957,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,52.25,0.5361071887775797,0.49361537689938884,0.7689801984508,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,52.5,0.5190868302682418,0.47634511000500507,0.7004486130550723,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,52.75,0.5023274503214618,0.45972398159696604,0.6435722206818751,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,53.0,0.48589220092317476,0.44371779967878516,0.5958938000825617,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,53.25,0.4698260955070205,0.4282961613054511,0.5554954707694573,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,53.5,0.4541601635711108,0.4134317448882038,0.5208795773793058,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,53.75,0.43891468394528627,0.3990997541042696,0.4908758426068857,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,54.0,0.42410169611506854,0.3852774808387782,0.4645691095682585,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,54.25,0.4097269528019342,0.37194396035549837,0.44124302271805166,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,54.5,0.3957914352449046,0.35907969887070323,0.42033618868752365,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,54.75,0.3822925295769785,0.34666645738063573,0.40140801312339514,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,55.0,0.36922493847602683,0.3346870795958356,0.38411210016638153,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,55.25,0.35658138731213423,0.32312535427022565,0.3681755269966507,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,55.5,0.34435317017119954,0.3119659044754021,0.35338270014014794,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,55.75,0.3325305713008436,0.3011940979848993,0.33956278044386096,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,56.0,0.3211031898255326,0.29079597418713055,0.32657988281716477,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,56.25,0.3100601889977335,0.28075818402794933,0.3143254444076592,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,56.5,0.299390487091314,0.27106794015920094,0.3027122732556442,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,56.75,0.2890829026782832,0.26171297519033515,0.2916699139908356,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,57.0,0.2791262647290447,0.2526815063106985,0.28114103251289235,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,57.25,0.2695094952648462,0.2439622049999892,0.2710785990071341,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,57.5,0.2602216708029703,0.2355441707848778,0.26144369095436065,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,57.75,0.2512520674102775,0.2274169082334862,0.2522037783985868,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,58.0,0.24259019302175808,0.21957030657276388,0.2433313868521774,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,58.25,0.23422580998640738,0.21199462142435158,0.23480305291188913,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,58.5,0.22614895009680772,0.20468045827082743,0.22659850779034593,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,58.75,0.21834992379910886,0.19761875736153842,0.21870004006831834,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,59.0,0.21081932501764222,0.19080077980264715,0.21109199624206226,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,59.25,0.20354803261842175,0.1842180946485556,0.20376038946882555,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,59.5,0.1965272093160004,0.17786256685148852,0.1966925932751907,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,59.75,0.1897482987071051,0.17172634593628375,0.1898771001777383,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,60.0,0.18320302089222001,0.16580185531208688,16.508767791188845,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,60.25,0.5199533238709936,0.9299759678563163,13.234315952105918,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,60.5,0.5853755062234509,0.888617871754041,10.487331077679535,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,60.75,0.6279197648915914,0.8477541210602754,8.339570521933325,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,61.0,0.6550931832589131,0.8105234993116868,6.6609328718151435,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,61.25,0.6705263724472678,0.7763429567046083,5.34787937374292,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,61.5,0.6770142244663169,0.7447171060674397,4.319740843335126,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,61.75,0.6767262717861549,0.715253577722205,3.513685620850079,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,62.0,0.6713455739392806,0.6876407845448588,2.880772548859407,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,62.25,0.6621765319283037,0.6616303489991687,2.3828808897486082,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,62.5,0.6502288869569085,0.6370232680260377,1.9903155591595971,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,62.75,0.6362830920472907,0.6136591900733604,1.679944197876233,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,63.0,0.6209412432559382,0.5914080654592383,1.4337457834438487,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,63.25,0.6046667301329705,0.5701636058219823,1.2376798696996236,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,63.5,0.5878151069646297,0.5498382109628746,1.0808065048230566,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,63.75,0.5706581328886459,0.5303589964138558,0.954600411973394,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,64.0,0.553402480533066,0.5116647010565868,0.8524171925327799,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,64.25,0.5362043093257179,0.49370327072109826,0.7690773189480896,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,64.5,0.5191806002705635,0.4764299715930903,0.7005423830336974,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,64.75,0.5024179853690941,0.4598059155600025,0.6436627557010719,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,65.0,0.4859796126177188,0.44379690701627733,0.595981211755894,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,65.25,0.4699104915921537,0.42837253953412713,0.5555798670881951,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,65.5,0.45424164809862966,0.4135054881563522,0.5209610618903779,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,65.75,0.4389933573476061,0.39917095331704133,0.4909545161318387,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,66.0,0.4241776553818183,0.3853462237615985,0.4646450688230403,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,66.25,0.4098002915606596,0.3720103317286279,0.441316361539811,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,66.5,0.3958622439049343,0.35914378050901336,0.42040699733885306,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,66.75,0.38236089542007706,0.3467283282778991,0.4014763789970047,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,67.0,0.36929094577902905,0.3347468160196004,0.38417810746319675,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,67.25,0.35664511744005145,0.32318302985763314,0.3682392571378214,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,67.5,0.344414701685108,0.3120215903226805,0.35344423165018246,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,67.75,0.3325899800495125,0.301247862735889,0.33962218919683274,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,68.0,0.3211605490423424,0.2908478841173155,0.3266372420320994,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,68.25,0.31011556938886375,0.28080830312651495,0.31438082479879464,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,68.5,0.2994439569240132,0.2711163302077196,0.3027657430875596,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,68.75,0.2891345278645626,0.26175969583900494,0.2917215391759078,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,69.0,0.27917610890687544,0.2527266151518847,0.2811908766940599,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,69.25,0.26955761987720317,0.24400575763910423,0.2711267236188909,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,69.5,0.2602681351727207,0.23558622090908996,0.26149015532342723,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,69.75,0.25129692881373944,0.22745750767781647,0.25224863980442774,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,70.0,0.24263350675958154,0.2196095053839218,0.243374700589275,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,70.25,0.23426762945114513,0.21203246792255775,0.23484487237583013,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,70.5,0.2261893268390943,0.20471699910929841,0.22663888453279762,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,70.75,0.21838890759120175,0.19765403758399575,0.2187390238606515,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,71.0,0.21085696391467612,0.1908348428988666,0.21112963513979502,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,71.25,0.20358437301769564,0.18425098260796452,0.20379672986930367,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,71.5,0.1965622960141905,0.17789432021491702,0.19672767997409693,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,71.75,0.18978217495542535,0.17175700384595918,0.18991097642629187,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,72.0,0.1832357284497543,0.1658314555598827,16.50880049874667,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,72.25,0.51998490310165,0.9300045470166303,13.234347531337102,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,72.5,0.5854059959963072,0.8886454649275106,10.487361567452698,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,72.75,0.6279492027685194,0.8477807622548509,8.339599959812237,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,73.0,0.6551216055778135,0.8105492214368726,6.660961294157241,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,73.25,0.6705538141915252,0.7763677913906939,5.347906815432389,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,73.5,0.6770407195341642,0.7447410840241323,4.319767338255892,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,73.75,0.676751852812629,0.7152767284790328,3.5137112017606866,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,74.0,0.6713702724197604,0.6876631366150295,2.8807972477886707,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,74.25,0.6622003783676421,0.6616519299545176,2.382904736002711,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,74.5,0.6502519107072253,0.6370441044603828,1.9903385830568732,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,74.75,0.6363053215103531,0.6136793076755941,1.67996642735489,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,75.0,0.6209627058269146,0.5914274890284532,1.4337672460873279,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,75.25,0.6046874522716603,0.5701823592999955,1.2377005918596224,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,75.5,0.5878351142134797,0.5498563174685981,1.0808265121158531,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,75.75,0.5706774499115204,0.5303764782659998,0.9546197290149152,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,76.0,0.5534211311412631,0.5116815798054822,0.8524358431632277,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,76.25,0.5362223165101374,0.493719567172921,0.7690953261449041,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,76.5,0.5191979862282476,0.4764457058364368,0.700559769003367,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,76.75,0.5024347715317905,0.4598211069904337,0.6436795418718463,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,77.0,0.4859958196775635,0.4438115743601748,0.5959974188218077,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,77.25,0.4699261395258953,0.428386700872146,0.5555955150742058,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,77.5,0.45425675619864353,0.4135191609445785,0.5209761699934222,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,77.75,0.43900794423506034,0.39918415441027116,0.4909691030473618,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,78.0,0.4241917390396543,0.3853589694324724,0.4646591524823465,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,78.25,0.4098138893483847,0.3720226376888999,0.4413299593423941,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,78.5,0.3958753725854159,0.35915566192803045,0.42042012601995754,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,78.75,0.38237357117626586,0.3467397998019528,0.40148905476073193,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,79.0,0.3693031842367543,0.3347578917895059,0.38419034592113127,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,79.25,0.35665693368524415,0.3231937235265034,0.36825107338658475,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,79.5,0.3444261102838305,0.312031915072514,0.35345564024901477,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,79.75,0.33260099506493157,0.301257831293986,0.33963320421370474,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,80.0,0.3211711840527071,0.2908575087718576,0.32664787704262654,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,80.25,0.31012583750385253,0.28081759574177956,0.3143910929141682,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,80.5,0.29945387080110014,0.2711253022386692,0.3027756569648162,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,80.75,0.28914409972453786,0.26176835834542245,0.2917311110358891,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,81.0,0.2791853505488959,0.25273497881200896,0.2812001183368938,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,81.25,0.2695665426934517,0.2440138327627715,0.27113564643517346,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,81.5,0.26027675016228924,0.23559401745047348,0.2614987703129723,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,81.75,0.25130524659626696,0.22746503524768208,0.25225695758749195,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,82.0,0.242641537588399,0.21961677326146317,0.2433827314180237,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,82.25,0.2342753832258005,0.21203948506685863,0.2348526261503839,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,82.5,0.22619681311762455,0.20472377417036317,0.22664637081139907,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,82.75,0.2183961356019146,0.19766057891341032,0.21874625187143718,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,83.0,0.21086394256750518,0.19084115856009926,0.2111366137927775,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,83.25,0.20359111091519502,0.1842570803863027,0.20380346776705,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,83.5,0.1965688014621418,0.1779002076270628,0.19673418542219478,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,83.75,0.18978845597306457,0.17176268814929904,0.18991725744398286,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,84.0,0.1832417927796606,0.16583694376143307,16.508806563076654,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,84.25,0.519990758227682,0.9300098458975923,13.234353386463164,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,84.5,0.5854116491252754,0.8886505809960596,10.487367220581627,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,84.75,0.6279546608647849,0.8477857018163869,8.339605417908766,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,85.0,0.6551268753787822,0.8105539905931315,6.6609665639624405,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,85.25,0.6705589021834382,0.7763723960062427,5.347911903414966,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,85.5,0.6770456320020933,0.7447455297929135,4.3197722506995,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,85.75,0.6767565958069396,0.7152810208765148,3.513715944759545,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,86.0,0.6713748517797927,0.6876672809273099,2.88080182727663,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,86.25,0.6622047997501943,0.6616559312941005,2.382909157398889,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,86.5,0.6502561795539222,0.637047967757796,1.9903428519922555,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,86.75,0.6363094430879376,0.6136830376938504,1.6799705489908274,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,87.0,0.62096668521484,0.5914310903655597,1.4337712255354245,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,87.25,0.6046912943758167,0.5701858363949726,1.2377044340058592,1.0,1.0,1.0,1.0,1.0,1.0
Fluconazole,87.5,0.587838823769719,0.5498596746079918,1.0808302217105235,1.0,1.0,1.0,1.0,1.0,1.0
