degrader_total_nM,penalty_kcal_mol,F_nM,C_nM,P_nM,E_nM,PF_nM,PC_nM,EP_nM,EFP_nM,ECP_nM
146.77992676220674,0.0,13.541933478788149,31.59784478383901,88.62921706744801,1.8563223653898258,12.002109618044562,28.004922442103975,3.290487957385868,4.4559569031672925,10.397232774057015
215.44346900318823,0.0,10.432447839174952,24.34237829140822,146.06873435298198,1.4204137521866318,15.23854452071787,35.55660388167503,4.14956078078943,4.329007640107182,10.101017826916758
316.22776601683796,0.0,7.701439155339796,17.97002469579286,236.60607943618277,1.1185575713864404,18.22207324561256,42.51817090642931,5.293150431788076,4.076487599047644,9.511804397777835
464.1588833612773,0.0,5.523951547264287,12.889220276950002,375.84789633669806,0.8945319255917583,20.761655685051306,48.44386326511971,6.724158848793562,3.7143927676844037,8.666916457930276
681.2920690579608,0.0,3.8972536226401657,9.093591786160387,585.8951446580104,0.7158081002401064,22.83381975005715,53.27891275013335,8.387769808751056,3.2689266273026862,7.627495463706268
1000.0,0.0,2.7254656036695386,6.35941974189559,898.902166332077,0.5663975121474076,24.499269354021102,57.164961826049236,10.182719013488072,2.7752650423093552,6.475618432055163
1467.7992676220676,0.0,1.8963568746815573,4.4248327075903005,1362.1359843798248,0.4399146987505614,25.83095938229811,60.27223855869559,11.984472824515,2.2726837430203326,5.302928733714109
2154.4346900318824,0.0,1.3147062712564301,3.067647966265004,2045.1435470073604,0.33429187115133396,26.887630468701964,62.73780442697126,13.673497262043334,1.7976632600416,4.1945476067637335
3162.2776601683795,0.0,0.9086101146215954,2.120090267450389,3050.1463775619263,0.24851238452108654,27.713938497291856,64.665856493681,15.159982988525373,1.3774513880865475,3.214053238868611
4641.588833612773,0.0,0.6261418984153841,1.4609977629692297,4527.279279897349,0.1810877169607809,28.34719242971559,66.14344900266971,16.396693376809182,1.0266656718690257,2.39555323436106
6812.920690579608,0.0,0.4303696652984807,1.004195885696455,6696.97789310184,0.12974033441757515,28.821761343655634,67.2507764685298,17.37736302876281,0.7478689910458843,1.7450276457737302
10000.0,0.0,0.29515620952704447,0.6886978222297704,9882.858794769834,0.09169947501179045,29.169871411552794,68.06303329362318,18.125059261920995,0.5349723789201652,1.248268884147052
0.0,1.0,30.0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
