alpha,Kd_E_nM,Kd_T_nM,peak_EPT_nM,optimal_total_P_nM
10.0,0.251188643150958,0.1,97.44829928800384,100.15848931924612
10.0,0.31622776601683794,0.1,97.26004672173738,100.1778279410039
10.0,0.3981071705534973,0.1,97.04925978198621,100.19952623149689
10.0,0.5011872336272724,0.1,96.81330081277223,100.22387211385683
10.0,0.6309573444801934,0.1,96.5492389253629,100.25118864315095
10.0,0.7943282347242815,0.1,96.25382147059692,100.28183829312644
10.0,1.0,0.1,95.92344384389139,100.31622776601684
10.0,1.2589254117941675,0.1,95.55411786263686,100.35481338923357
10.0,1.584893192461114,0.1,95.14143908880673,100.3981071705535
10.0,1.9952623149688797,0.1,94.68055364140227,100.44668359215096
10.0,2.511886431509581,0.1,94.1661252625335,100.50118723362728
10.0,3.1622776601683795,0.1,93.59230367755849,100.56234132519035
10.0,3.981071705534973,0.1,92.95269563513678,100.6309573444802
10.0,5.011872336272725,0.1,92.2403404397407,100.70794578438414
10.0,6.309573444801933,0.1,91.44769231011905,100.79432823472428
10.0,7.943282347242818,0.1,90.56661252505013,100.89125093813375
10.0,10.0,0.1,89.58837506311484,101.0
10.0,12.589254117941675,0.1,88.50369031229268,101.12201845430197
10.0,15.848931924611142,0.1,87.30275241566162,101.25892541179417
10.0,19.952623149688808,0.1,85.97531691489694,101.41253754462275
10.0,25.11886431509582,0.1,84.51081651471114,101.58489319246111
10.0,31.622776601683793,0.1,82.89852394598803,101.77827941003892
10.0,39.810717055349734,0.1,81.12777193088561,101.99526231496888
10.0,50.11872336272725,0.1,79.18824095811566,102.23872113856834
10.0,63.095734448019364,0.1,77.07032567624496,102.51188643150958
10.0,79.43282347242821,0.1,74.76558980299527,102.81838293126445
10.0,100.0,0.1,72.26731698164525,103.16227766016837
10.0,125.89254117941675,0.1,69.57116028962645,103.54813389233576
10.0,158.48931924611142,0.1,66.67588528164552,103.98107170553499
10.0,199.52623149688807,0.1,63.58418963625361,104.46683592150964
10.0,251.18864315095823,0.1,60.3035659028007,105.01187233627272
10.0,316.22776601683796,0.1,56.84715221228387,105.62341325190349
10.0,398.1071705534973,0.1,53.23448982760991,106.30957344480194
10.0,501.18723362727246,0.1,49.492078538072214,107.07945784384138
