regimen,dose_mg,daily_dose_mg,coverage_24h_pct,cmax_ss_mg_l,ctrough_ss_mg_l,feasible,status
QD,185.66355334451134,185.66355334451134,100.0,2.008084685340748,1.283743240801904,True,converged
QD,193.53535353535355,193.53535353535355,100.0,2.0932238584554694,1.3381716415617755,True,converged
QD,194.06614956371152,194.06614956371152,100.0,2.0989647987551927,1.3418417523690627,True,converged
QD,201.51515151515153,201.51515151515153,100.0,2.1795311052289463,1.393346777095899,True,converged
QD,202.8490230206952,202.8490230206952,100.0,2.193957883636685,1.4025696347784864,True,converged
QD,207.0,207.0,100.0,2.238853681175779,1.4312709525326444,True,converged
QD,209.4949494949495,209.4949494949495,100.0,2.2658383520024232,1.4485219126300222,True,converged
QD,212.0293839649857,212.02938396498567,100.0,2.293250081195367,1.4660458857607481,True,converged
QD,217.4747474747475,217.4747474747475,100.0,2.3521455987759006,1.5036970481641454,True,converged
QD,221.62522153229574,221.62522153229574,100.0,2.3970359568549657,1.532394888540035,True,converged
QD,225.45454545454547,225.45454545454547,100.0,2.4384528455493775,1.5588721836982689,True,converged
QD,231.65533899466695,231.65533899466695,100.0,2.5055188815083724,1.6017466555660365,True,converged
QD,233.43434343434345,233.43434343434345,100.0,2.5247600923228544,1.614047319232392,True,converged
QD,241.41414141414143,241.41414141414143,100.0,2.6110673390963317,1.6692224547665153,True,converged
QD,242.1393906059288,242.1393906059288,100.0,2.618911430027747,1.6742370832764335,True,converged
QD,249.3939393939394,249.3939393939394,100.0,2.6973745858698086,1.7243975903006385,True,converged
QD,253.0979201146767,253.09792011467667,100.0,2.7374357978100345,1.7500082183892,True,converged
QD,257.3737373737374,257.3737373737374,100.0,2.783681832643286,1.7795727258347622,True,converged
QD,264.5524010202361,264.5524010202361,100.0,2.8613242361741382,1.8292085362465287,True,converged
QD,265.35353535353534,265.35353535353534,100.0,2.8699890794167624,1.834747861368885,True,converged
QD,273.33333333333337,273.33333333333337,100.0,2.95629632619024,1.8899229969030087,True,converged
QD,276.52527865049547,276.52527865049547,100.0,2.990819507462898,1.9119932317557948,True,converged
QD,281.31313131313135,281.31313131313135,100.0,3.042603572963717,1.9450981324371321,True,converged
QD,289.04001414406036,289.04001414406036,100.0,3.126175360741685,1.9985245234976727,True,converged
QD,289.29292929292933,289.29292929292933,100.0,3.1289108197371944,2.0002732679712554,True,converged
QD,297.2727272727273,297.2727272727273,100.0,3.2152180665106713,2.0554484035053786,True,converged
QD,302.1211304229127,302.1211304229127,100.0,3.2676570290257283,2.088971971597302,True,converged
QD,305.2525252525253,305.2525252525253,100.0,3.301525313284148,2.110623539039502,True,converged
QD,313.23232323232327,313.23232323232327,100.0,3.3878325600576256,2.165798674573625,True,converged
QD,315.79426024565987,315.79426024565987,100.0,3.41554174901052,2.183512809981388,True,converged
QD,321.21212121212125,321.21212121212125,100.0,3.4741398068311025,2.2209738101077487,True,converged
QD,329.1919191919192,329.1919191919192,100.0,3.5604470536045794,2.276148945641872,True,converged
QD,330.0861964355354,330.0861964355354,100.0,3.5701193043237187,2.282332293672301,True,converged
QD,337.1717171717172,337.1717171717172,100.0,3.6467543003780567,2.331324081175995,True,converged
QD,345.0249443815732,345.0249443815732,100.0,3.731692593363061,2.385624061799695,True,converged
QD,345.1515151515152,345.1515151515152,100.0,3.7330615471515336,2.3864992167101184,True,converged
QD,353.13131313131316,353.13131313131316,100.0,3.819368793925011,2.4416743522442417,True,converged
QD,360.63977691583415,360.63977691583415,100.0,3.900578222832981,2.4935905170409964,True,converged
QD,361.11111111111114,361.11111111111114,100.0,3.905676040698488,2.496849487778365,True,converged
QD,369.0909090909091,369.0909090909092,100.0,3.9919832874719647,2.5520246233124886,True,converged
QD,376.9612916742167,376.9612916742167,100.0,4.077107128142979,2.6064432222342613,True,converged
QD,377.0707070707071,377.0707070707071,100.0,4.078290534245442,2.607199758846612,True,converged
QD,385.0505050505051,385.0505050505051,100.0,4.1645977810189185,2.662374894380735,True,converged
QD,393.03030303030306,393.03030303030306,100.0,4.250905027792396,2.7175500299148583,True,converged
QD,394.02147105325275,394.02147105325275,100.0,4.261625221883433,2.7244033149405933,True,converged
QD,401.01010101010104,401.010101010101,100.0,4.337212274565873,2.7727251654489815,True,converged
QD,405.0,405.0,100.0,4.380365897952611,2.800312733216043,True,converged
QD,408.989898989899,408.989898989899,100.0,4.42351952133935,2.8279003009831047,True,converged
QD,411.8537448803745,411.8537448803745,100.0,4.454494071649549,2.8477019407684554,True,converged
QD,416.969696969697,416.969696969697,100.0,4.509826768112827,2.8830754365172284,True,converged
QD,424.949494949495,424.949494949495,100.0,4.596134014886304,2.9382505720513517,True,converged
QD,430.4930559204569,430.4930559204569,100.0,4.6560916085416695,2.9765807063089915,True,converged
QD,432.92929292929296,432.929292929293,100.0,4.682441261659782,2.993425707585475,True,converged
