id,turnover_half_life_h,time_since_washout_h,free_active_fraction,EI_fraction,covalent_fraction,inhibited_fraction
W04,24.0,-1.54,0.00019420672021406337,0.0004454118940488589,0.9993603813941738,0.9998057932882227
W04,24.0,-1.52,0.00019420660554142255,0.00044541161468431337,0.9993603817882061,0.9998057934028904
W04,24.0,-1.5,0.00019420655828762226,0.00044541149956499315,0.9993603819505743,0.9998057934501393
W04,24.0,-1.48,0.00019420653725785186,0.0004454114483324395,0.9993603820228317,0.9998057934711642
W04,24.0,-1.46,0.0001942065291205204,0.00044541142850833927,0.9993603820507883,0.9998057934792965
W04,24.0,-1.44,0.00019420652596748692,0.0004454114208269449,0.9993603820616178,0.9998057934824448
W04,24.0,-1.42,0.0001942065241850633,0.0004454114164846192,0.9993603820677377,0.9998057934842223
W04,24.0,-1.4,0.00019420652318019642,0.0004454114140365708,0.9993603820711857,0.9998057934852222
W04,24.0,-1.38,0.00019420652297170255,0.0004454114135286396,0.9993603820718973,0.9998057934854259
W04,24.0,-1.36,0.00019420652313796523,0.0004454114139336874,0.9993603820713212,0.9998057934852549
W04,24.0,-1.34,0.0001942065234928517,0.00044541141479825894,0.9993603820700969,0.9998057934848952
W04,24.0,-1.32,0.00019420652421548292,0.00044541141655872707,0.999360382067609,0.9998057934841678
W04,24.0,-1.3,0.00019420652473644716,0.0004454114178278957,0.999360382065814,0.999805793483642
W04,24.0,-1.28,0.00019420652477895121,0.0004454114179314438,0.9993603820656631,0.9998057934835946
W04,24.0,-1.26,0.00019420652414951518,0.00044541141639801703,0.9993603820678212,0.9998057934842192
W04,24.0,-1.24,0.0001942065242872725,0.00044541141673362026,0.999360382067343,0.9998057934840766
W04,24.0,-1.22,0.00019420652426957121,0.00044541141669049656,0.999360382067399,0.9998057934840895
W04,24.0,-1.2,0.00019420652403533408,0.00044541141611985005,0.999360382068199,0.9998057934843189
W04,24.0,-1.18,0.00019420652352348394,0.00044541141487288496,0.999360382069953,0.9998057934848259
W04,24.0,-1.16,0.0001942065231980854,0.0004454114140801518,0.9993603820710664,0.9998057934851465
W04,24.0,-1.14,0.00019420652301505522,0.0004454114136342551,0.9993603820716904,0.9998057934853247
W04,24.0,-1.12,0.0001942065228909064,0.00044541141333180476,0.9993603820721122,0.999805793485444
W04,24.0,-1.1,0.0001942065228503002,0.00044541141323288025,0.999360382072247,0.9998057934854798
W04,24.0,-1.08,0.00019420652285786938,0.0004454114132513202,0.9993603820722161,0.9998057934854674
W04,24.0,-1.06,0.00019420652286272438,0.0004454114132631479,0.9993603820721947,0.9998057934854578
W04,24.0,-1.04,0.0001942065229060265,0.0004454114133686401,0.999360382072041,0.9998057934854097
W04,24.0,-1.02,0.00019420652298777564,0.00044541141356779676,0.9993603820717554,0.9998057934853232
W04,24.0,-1.0,0.0001942065230502464,0.00044541141371998735,0.9993603820715359,0.9998057934852559
W04,24.0,-0.98,0.00019420652291459326,0.0004454114133895104,0.9993603820719972,0.9998057934853867
