id,concentration_M,time_s,E_fraction,EI_fraction,covalent_fraction
W08,1.4677992676220705e-05,0.009653571610492169,0.8436580725081738,0.15633959939388692,2.328097939491109e-06
W08,1.4677992676220705e-05,0.010768667350233324,0.8272550360750236,0.17274208530084215,2.8786241345732833e-06
W08,1.4677992676220705e-05,0.012012569148390974,0.809334046730129,0.19066239646440553,3.5568054657461494e-06
W08,1.4677992676220705e-05,0.013400155548657368,0.7898016234303203,0.21019398526414484,4.391305535082567e-06
W08,1.4677992676220705e-05,0.0149480237333131,0.7685698517254839,0.2314247313933719,5.416881144543277e-06
W08,1.4677992676220705e-05,0.016674688045250317,0.7455597847764049,0.2544335396686244,6.67555497096829e-06
W08,1.4677992676220705e-05,0.01860080144151521,0.7207055047431506,0.27928627728770417,8.217969145437665e-06
W08,1.4677992676220705e-05,0.02074940252721713,0.6939588819714804,0.30603101309450526,1.0104934014638446e-05
W08,1.4677992676220705e-05,0.023146191124623575,0.6652950206208055,0.3346925702002181,1.2409178976758675e-05
W08,1.4677992676220705e-05,0.025819835673574733,0.634718334683066,0.3652664480112349,1.5217305699405558e-05
W08,1.4677992676220705e-05,0.02880231614009214,0.602269125774626,0.39771224229255614,1.8631932818338054e-05
W08,1.4677992676220705e-05,0.03212930653477542,0.5680304410586319,0.4319467849347108,2.2774006657791254e-05
W08,1.4677992676220705e-05,0.03584060161636224,0.5321348789097269,0.4678373358551876,2.778523508596e-05
W08,1.4677992676220705e-05,0.03998059288433274,0.49477087753199184,0.5051952918873386,3.383058067003548e-05
W08,1.4677992676220705e-05,0.04459879955399581,0.4561878754957348,0.543771023778095,4.1100726170630175e-05
W08,1.4677992676220705e-05,0.0497504608651501,0.41669957474705216,0.5832506108525273,4.9814400420985114e-05
W08,1.4677992676220705e-05,0.055497196809035594,0.3766844327947134,0.6232553467681446,6.022043714246415e-05
W08,1.4677992676220705e-05,0.06190774517665442,0.3365824260836828,0.6633449744890599,7.259942725772478e-05
W08,1.4677992676220705e-05,0.06905878374443575,0.29688716097990747,0.7030255741862901,8.726483380293959e-05
W08,1.4677992676220705e-05,0.0770358474315616,0.25813254696324905,0.7417628895717215,0.00010456346502988088
W08,1.4677992676220705e-05,0.08593435139924527,0.22087362074888076,0.7790015039828772,0.00012487526824251873
W08,1.4677992676220705e-05,0.09586073232944613,0.18566164996881812,0.8141897375287463,0.00014861250243607658
W08,1.4677992676220705e-05,0.10693372153406888,0.15301444870632094,0.8468093328050796,0.0001762184885998855
W08,1.4677992676220705e-05,0.11928576512254836,0.12338378449295165,0.8764080492048181,0.00020816630223071205
W08,1.4677992676220705e-05,0.13306460821471,0.0971227857335297,0.9026322563137195,0.00024495795275139456
W08,1.4677992676220705e-05,0.14843506214797544,0.07445713955529389,0.9252557356946873,0.00028712475001926505
W08,1.4677992676220705e-05,0.1655809758168109,0.05546435169081956,0.9442004186628827,0.00033522964629827324
W08,1.4677992676220705e-05,0.18470743472398168,0.04006513655067434,0.9595449911348809,0.0003898723144453278
W08,1.4677992676220705e-05,0.20604321404687714,0.02802989159494241,0.9715184108637152,0.00045169754134290955
W08,1.4677992676220705e-05,0.22984351506049688,0.019001138166737593,0.9804774546614341,0.0005214071718291168
W08,1.4677992676220705e-05,0.25639301764796724,0.012530023640091028,0.9868702009860468,0.0005997753738628135
W08,1.4677992676220705e-05,0.2860092854102417,0.008122043853997599,0.9911902896391068,0.0006876665068963832
W08,1.4677992676220705e-05,0.3190465641041436,0.005284883980162035,0.9939290615172622,0.0007860545025764047
W08,1.4677992676220705e-05,0.3559000188425858,0.0035705197964691834,0.9955334376523925,0.0008960425511389793
W08,1.4677992676220705e-05,0.3970104607389122,0.002604960849654569,0.9963761570385185,0.001018882111827593
W08,1.4677992676220705e-05,0.4428696195316509,0.0021020846288114497,0.9967419245682333,0.0011559908029557854
W08,1.4677992676220705e-05,0.49402602525653183,0.001861995234079549,0.9968290353439336,0.0013089694219872673
W08,1.4677992676220705e-05,0.5510915693175583,0.0017578808250649973,0.9967625002079362,0.0014796189669989998
W08,1.4677992676220705e-05,0.6147488234353372,0.0017172248661691315,0.9966128162624651,0.001669958871365926
W08,1.4677992676220705e-05,0.6857592040159899,0.0017029761106243223,0.9964147762458563,0.0018822476435197378
W08,1.4677992676220705e-05,0.7649720795961948,0.001698392182931503,0.996182601010307,0.0021190068067618428
W08,1.4677992676220705e-05,0.8533349303002301,0.0016968589721706433,0.9959200923773508,0.0023830486504789724
W08,1.4677992676220705e-05,0.9519046808281996,0.0016961201377566763,0.9956263718469488,0.002677508015295065
W08,1.4677992676220705e-05,1.0618603425314304,0.0016955182479639118,0.9952986035279091,0.003005878224127464
W08,1.4677992676220705e-05,1.1845171157893142,0.0016948890545118523,0.9949330596343137,0.0033720513111747965
