id,initial_drug_M,time_s,E_free_M,EI_M,covalent_M,free_drug_M,GSH_adduct_M,cleared_drug_M
W03,6.812920690579622e-09,20160.0,9.026545813662611e-09,1.5127863670741454e-11,9.58326322662283e-10,3.332825811293616e-10,3.727033753270329e-09,1.7791501698425538e-09
W03,6.812920690579622e-09,20250.0,9.027474108086297e-09,1.5111812418934416e-11,9.574140794904029e-10,3.3289086080746815e-10,3.7225818157657353e-09,1.784922122092728e-09
W03,6.812920690579622e-09,20340.0,9.028403281333001e-09,1.509577915320151e-11,9.565009395094335e-10,3.3249965993830135e-10,3.7181370211172213e-09,1.7906872908571114e-09
W03,6.812920690579622e-09,20430.0,9.029333298050345e-09,1.507976381221579e-11,9.55586938133074e-10,3.321089769791395e-10,3.7136993265226686e-09,1.7964456851281706e-09
W03,6.812920690579622e-09,20520.0,9.030264124381366e-09,1.5063766336932894e-11,9.546721092773377e-10,3.3171881042595587e-10,3.709268690681076e-09,1.8021973138539667e-09
W03,6.812920690579622e-09,20610.0,9.031195727237553e-09,1.5047786669428058e-11,9.537564860886545e-10,3.313291587952892e-10,3.7048450730675065e-09,1.8079421859543906e-09
W03,6.812920690579622e-09,20700.0,9.032128072682776e-09,1.5031824750309896e-11,9.5284010256255e-10,3.3094002058394886e-10,3.7004284323212227e-09,1.8136803103572372e-09
W03,6.812920690579622e-09,20790.0,9.033061128188436e-09,1.501588052233099e-11,9.519229912848694e-10,3.3055139432522614e-10,3.6960187284949227e-09,1.8194116959479196e-09
W03,6.812920690579622e-09,20880.0,9.033994861843943e-09,1.4999953929124796e-11,9.51005184222567e-10,3.3016327856920507e-10,3.691615922267268e-09,1.8251363515871038e-09
W03,6.812920690579622e-09,20970.0,9.034929242340457e-09,1.4984044915180252e-11,9.500867127399983e-10,3.29775671882349e-10,3.6872199749266465e-09,1.8308542861110947e-09
W03,6.812920690579622e-09,21060.0,9.035864238954606e-09,1.4968153425816454e-11,9.491676076152146e-10,3.293885728470881e-10,3.6828308483549318e-09,1.8365655083322182e-09
W03,6.812920690579622e-09,21150.0,9.036799821603925e-09,1.4952279407283366e-11,9.482478989844276e-10,3.2900198006317507e-10,3.6784485050827802e-09,1.8422700270376028e-09
W03,6.812920690579622e-09,21240.0,9.037735961622112e-09,1.4936422808128192e-11,9.473276155653946e-10,3.286158921668009e-10,3.6740729090631194e-09,1.8479678509718259e-09
W03,6.812920690579622e-09,21330.0,9.038672629790715e-09,1.4920583575737765e-11,9.464067866291828e-10,3.282303077820203e-10,3.6697040237072886e-09,1.85365898888104e-09
W03,6.812920690579622e-09,21420.0,9.03960979788666e-09,1.4904761659062816e-11,9.45485440449914e-10,3.2784522555892143e-10,3.665341813429055e-09,1.8593434494783154e-09
W03,6.812920690579622e-09,21510.0,9.040547438253447e-09,1.488895700786725e-11,9.445636047343227e-10,3.274606441630346e-10,3.6609862432167722e-09,1.865021241453272e-09
W03,6.812920690579622e-09,21600.0,9.041485523789962e-09,1.4873169572711735e-11,9.43641306632962e-10,3.270765622750446e-10,3.6566372786222047e-09,1.870692373472346e-09
W03,4.641588833612782e-08,0.0,1e-08,0.0,0.0,4.641588833612782e-08,0.0,0.0
W03,4.641588833612782e-08,90.0,7.465010695068273e-09,1.1391440160798184e-09,1.395845288825211e-09,3.2327386141197315e-08,1.0890175079250098e-08,6.633378107486616e-10
W03,4.641588833612782e-08,180.0,6.86161582856493e-09,7.65388057649551e-10,2.3729961137626194e-09,2.3644619638418733e-08,1.848904580721533e-08,1.1438387190586632e-09
W03,4.641588833612782e-08,270.0,6.44887529427272e-09,5.346173857164e-10,3.016507319987681e-09,1.7559900375056204e-08,2.3807124747540688e-08,1.4977385078036287e-09
W03,4.641588833612782e-08,360.0,6.162407941500224e-09,3.873930494910631e-10,3.4501990089855096e-09,1.328947030079608e-08,2.7525973031698874e-08,1.762852945133073e-09
W03,4.641588833612782e-08,450.0,5.960945056091412e-09,2.910255130306829e-10,3.748029430854702e-09,1.0288986330009485e-08,3.0122226320611324e-08,1.965620741598405e-09
W03,4.641588833612782e-08,540.0,5.817444417733866e-09,2.2668897410316026e-10,3.955866608139771e-09,8.17891471934531e-09,3.192985440765678e-08,2.12456362685958e-09
W03,4.641588833612782e-08,630.0,5.713869132184616e-09,1.8308725794163713e-10,4.103043609850544e-09,6.693895877140795e-09,3.318318588537526e-08,2.2526757057963606e-09
W03,4.641588833612782e-08,720.0,5.6380209077774745e-09,1.5319875642047628e-10,4.208780335778846e-09,5.648028865169725e-09,3.4046797883408134e-08,2.3590824953274123e-09
W03,4.641588833612782e-08,810.0,5.581562189056024e-09,1.3252933494308653e-10,4.285908475977686e-09,4.910893570891125e-09,3.4636359549196435e-08,2.450197405096265e-09
W03,4.641588833612782e-08,900.0,5.538748412637217e-09,1.1813430309192385e-10,4.343117284247654e-09,4.390899674009002e-09,3.5033206888667925e-08,2.530530186088091e-09
W03,4.641588833612782e-08,990.0,5.505597605258732e-09,1.080486568047975e-10,4.386353737913265e-09,4.0236788776788666e-09,3.5294553849268465e-08,2.6032532144392e-09
W03,4.641588833612782e-08,1080.0,5.4793368135376665e-09,1.0094279510511566e-10,4.419720391334013e-09,3.763970116733913e-09,3.546065630028325e-08,2.6705987326482996e-09
W03,4.641588833612782e-08,1170.0,5.458028002375186e-09,9.590766715305479e-11,4.4460643304485535e-09,3.5799354412683093e-09,3.555984310493456e-08,2.7341377923001115e-09
W03,4.641588833612782e-08,1260.0,5.4403125754043815e-09,9.231696941767429e-11,4.467370455154739e-09,3.4491726210305633e-09,3.5612052007730464e-08,2.7949762827711483e-09
W03,4.641588833612782e-08,1350.0,5.425235559819144e-09,8.973677508684034e-11,4.48502766507081e-09,3.355915412333465e-09,3.5631315731569136e-08,2.853892752044342e-09
W03,4.641588833612782e-08,1440.0,5.412123898709128e-09,8.786520899955059e-11,4.500010892268117e-09,3.2890660462359383e-09,3.562751083520722e-08,2.9114353533937692e-09
W03,4.641588833612782e-08,1530.0,5.4005018470016e-09,8.649163072969014e-11,4.513006522245505e-09,3.240811864171434e-09,3.560758826114247e-08,2.9679900578154868e-09
W03,4.641588833612782e-08,1620.0,5.39003198370074e-09,8.546873617983759e-11,4.524499280096216e-09,3.2056523721844636e-09,3.557643929250633e-08,3.023828655137745e-09
W03,4.641588833612782e-08,1710.0,5.380473982307135e-09,8.469334044754592e-11,4.534832677222115e-09,3.179714607720598e-09,3.553750516563717e-08,3.0791425450771626e-09
W03,4.641588833612782e-08,1800.0,5.371655756260233e-09,8.409307058459854e-11,4.544251173131964e-09,3.1602714360237557e-09,3.549320613609338e-08,3.1340665202708916e-09
W03,4.641588833612782e-08,1890.0,5.363453230373887e-09,8.361711011107588e-11,4.552929659491832e-09,3.1454024262401603e-09,3.544524362611344e-08,3.1886955141480763e-09
W03,4.641588833612782e-08,1980.0,5.3557761548165775e-09,8.322974560520392e-11,4.560994099555014e-09,3.1337552025433867e-09,3.539481289904272e-08,3.243096389358259e-09
W03,4.641588833612782e-08,2070.0,5.348558140310443e-09,8.290585409975763e-11,4.568536005566595e-09,3.1243773459580067e-09,3.534275288774914e-08,3.297316242731095e-09
W03,4.641588833612782e-08,2160.0,5.341749664817906e-09,8.262774685996406e-11,4.5756225882989235e-09,3.1165981492231207e-09,3.5289651603566824e-08,3.351388248155758e-09
W03,4.641588833612782e-08,2250.0,5.335313149704344e-09,8.238295399757926e-11,4.582303896274872e-09,3.109945220828707e-09,3.523592048701985e-08,3.405335777983585e-09
W03,4.641588833612782e-08,2340.0,5.329219506396914e-09,8.216267439955674e-11,4.5886178191803244e-09,3.104085912754392e-09,3.5181846631761047e-08,3.459175298009279e-09
W03,4.641588833612782e-08,2430.0,5.323445698647071e-09,8.196068451613695e-11,4.594593616813587e-09,3.0987859445090044e-09,3.512762967755802e-08,3.5129184127078544e-09
W03,4.641588833612782e-08,2520.0,5.317973031159752e-09,8.17725742395394e-11,4.6002543945775026e-09,3.0938803481827104e-09,3.507340771753579e-08,3.5665733015690523e-09
W03,4.641588833612782e-08,2610.0,5.312785941744041e-09,8.15952092499619e-11,4.605618848982792e-09,3.089252972831268e-09,3.501927557266664e-08,3.620145732373937e-09
W03,4.641588833612782e-08,2700.0,5.307871146585239e-09,8.142635203472509e-11,4.61070250135683e-09,3.084822002754973e-09,3.496529770276847e-08,3.6736397771896042e-09
W03,4.641588833612782e-08,2790.0,5.303217042361474e-09,8.126439796046438e-11,4.615518559654856e-09,3.080529854180067e-09,3.4911517212395666e-08,3.727058311913549e-09
W03,4.641588833612782e-08,2880.0,5.2988132812856136e-09,8.110818883375467e-11,4.620078529857426e-09,3.0763360247657906e-09,3.485796222282311e-08,3.780403369824517e-09
W03,4.641588833612782e-08,2970.0,5.2946504663657335e-09,8.095688030494642e-11,4.624392653306115e-09,3.0722119987636838e-09,3.480465041024338e-08,3.833676393486473e-09
W03,4.641588833612782e-08,3060.0,5.290719938837445e-09,8.080985037501259e-11,4.6284702107643365e-09,3.068137727608471e-09,3.475159213860598e-08,3.886878408750802e-09
W03,4.641588833612782e-08,3150.0,5.287013625204553e-09,8.066663447923022e-11,4.63231974029301e-09,3.0640991300389232e-09,3.469879268295378e-08,3.940010148339651e-09
W03,4.641588833612782e-08,3240.0,5.2835239273147065e-09,8.052687974150305e-11,4.635949192920585e-09,3.0600863284288952e-09,3.464625379599557e-08,3.9930721390180495e-09
W03,4.641588833612782e-08,3330.0,5.280243640870496e-09,8.039031185844079e-11,4.639366047247858e-09,3.0560923710931088e-09,3.459397484117508e-08,4.046064764730115e-09
W03,4.641588833612782e-08,3420.0,5.27716589972546e-09,8.02567133650781e-11,4.642577386886256e-09,3.0521123941839972e-09,3.45419535336751e-08,4.0989883079941675e-09
W03,4.641588833612782e-08,3510.0,5.274284134031465e-09,8.012590797867856e-11,4.645589957966651e-09,3.0481430185778354e-09,3.449018647190592e-08,4.1518429796755265e-09
W03,4.641588833612782e-08,3600.0,5.271592037042784e-09,7.999774875169506e-11,4.648410214182316e-09,3.044181893189011e-09,3.44386695384657e-08,4.2046289415158825e-09
W03,4.641588833612782e-08,3690.0,5.269083540693214e-09,7.987211003415453e-11,4.651044349249427e-09,3.04022738597619e-09,3.4387398169486704e-08,4.257346321358138e-09
W03,4.641588833612782e-08,3780.0,5.266752796701325e-09,7.97488818156355e-11,4.653498321459835e-09,3.036278367195028e-09,3.4336367541825045e-08,4.309995223809066e-09
W03,4.641588833612782e-08,3870.0,5.26459416237714e-09,7.962796605541076e-11,4.655777871544246e-09,3.032334069980284e-09,3.428557269144626e-08,4.362575737078413e-09
W03,4.641588833612782e-08,3960.0,5.26260218858126e-09,7.950927388877443e-11,4.65788853750676e-09,3.028393984866644e-09,3.423500860170195e-08,4.415087938140479e-09
W03,4.641588833612782e-08,4050.0,5.260771609225828e-09,7.939272344946142e-11,4.6598356673015055e-09,3.0244577779891493e-09,3.418467027063904e-08,4.467531896725452e-09
W03,4.641588833612782e-08,4140.0,5.2590973327442785e-09,7.927823846937962e-11,4.661624428763136e-09,3.0205252395463762e-09,3.413455275151024e-08,4.5199076778154805e-09
W03,4.641588833612782e-08,4230.0,5.257574433973613e-09,7.916574703106605e-11,4.6632598189721155e-09,3.0165962382083552e-09,3.408465118804574e-08,4.572215343847331e-09
W03,4.641588833612782e-08,4320.0,5.256198148177404e-09,7.905518112738024e-11,4.664746670672011e-09,3.012670706755624e-09,3.4034960822176766e-08,4.624454955372833e-09
W03,4.641588833612782e-08,4410.0,5.254963863974941e-09,7.894647575831247e-11,4.666089660243541e-09,3.008748609854449e-09,3.3985477017645456e-08,4.676626572602857e-09
W03,4.641588833612782e-08,4500.0,5.2538671188587726e-09,7.883956899091138e-11,4.667293312127109e-09,3.0048299491489468e-09,3.393619525072865e-08,4.728730255108997e-09
W03,4.641588833612782e-08,4590.0,5.2529035936563476e-09,7.873440151356609e-11,4.66836200480688e-09,3.0009147485722933e-09,3.3887111118706867e-08,4.780766062505007e-09
W03,4.641588833612782e-08,4680.0,5.252069107241143e-09,7.863091628672827e-11,4.669299976448923e-09,2.997003043304019e-09,3.383822034511682e-08,4.832734054948122e-09
W03,4.641588833612782e-08,4770.0,5.251359611795056e-09,7.852905837822942e-11,4.670111329803508e-09,2.9930948759599013e-09,3.3789518778679075e-08,4.884634293283897e-09
W03,4.641588833612782e-08,4860.0,5.250771188524663e-09,7.842877481842418e-11,4.670800036633705e-09,2.989190293250707e-09,3.374100239222966e-08,4.936466839172109e-09
W03,4.641588833612782e-08,4950.0,5.250300043953634e-09,7.833001463348716e-11,4.671369941389672e-09,2.98528934963572e-09,3.3692667275577324e-08,4.988231754868405e-09
W03,4.641588833612782e-08,5040.0,5.249942503266519e-09,7.82327282068136e-11,4.671824768503461e-09,2.9813920853189772e-09,3.364450964981486e-08,5.039929104260501e-09
W03,4.641588833612782e-08,5130.0,5.24969501064257e-09,7.813686807803507e-11,4.672168121256187e-09,2.9774985585252283e-09,3.359652583698746e-08,5.091558951257697e-09
W03,4.641588833612782e-08,5220.0,5.249554120750713e-09,7.80423880010127e-11,4.672403491225066e-09,2.9736088123629025e-09,3.35487122831498e-08,5.1431213613658255e-09
W03,4.641588833612782e-08,5310.0,5.249516498630787e-09,7.794924345926945e-11,4.672534257886735e-09,2.9697228958686957e-09,3.3501065538255286e-08,5.194616400634621e-09
W03,4.641588833612782e-08,5400.0,5.249578915264709e-09,7.785739153025448e-11,4.672563693181828e-09,2.9658408611545103e-09,3.345358225448029e-08,5.246044135757721e-09
W03,4.641588833612782e-08,5490.0,5.249738242658335e-09,7.776679056833909e-11,4.672494966750119e-09,2.961962753466119e-09,3.340625919079735e-08,5.2974046345226775e-09
W03,4.641588833612782e-08,5580.0,5.249991453563599e-09,7.767740045343231e-11,4.672331145959762e-09,2.9580886214864673e-09,3.335909320291029e-08,5.348697965294652e-09
W03,4.641588833612782e-08,5670.0,5.250335614590776e-09,7.758918233520988e-11,4.6720752030508054e-09,2.954218511075042e-09,3.33120812423817e-08,5.399924197261847e-09
W03,4.641588833612782e-08,5760.0,5.250767886827418e-09,7.7502098620558e-11,4.671730014528817e-09,2.950352464310095e-09,3.326522035815284e-08,5.451083400492295e-09
W03,4.641588833612782e-08,5850.0,5.251285519167872e-09,7.74161129558845e-11,4.671298367853036e-09,2.9464905228988326e-09,3.321850768669953e-08,5.502175645697321e-09
W03,4.641588833612782e-08,5940.0,5.251885849168502e-09,7.73311901976744e-11,4.6707829606106175e-09,2.9426327263304744e-09,3.3171940454630814e-08,5.553201004335021e-09
W03,4.641588833612782e-08,6030.0,5.25256629653855e-09,7.724729628358989e-11,4.670186407154652e-09,2.9387791106436106e-09,3.312551597341465e-08,5.604159548608099e-09
W03,4.641588833612782e-08,6120.0,5.253324364857729e-09,7.71643983944396e-11,4.669511236724624e-09,2.9349297139764024e-09,3.3079231635803556e-08,5.655051351205583e-09
W03,4.641588833612782e-08,6210.0,5.2541576344440075e-09,7.708246469040164e-11,4.668759900842383e-09,2.931084570077818e-09,3.303308491493647e-08,5.7058764855575285e-09
W03,4.641588833612782e-08,6300.0,5.255063760052597e-09,7.700146430036232e-11,4.667934775623833e-09,2.9272437092655994e-09,3.298707336114891e-08,5.756635025765892e-09
W03,4.641588833612782e-08,6390.0,5.256040473569475e-09,7.692136750837433e-11,4.667038158898943e-09,2.923407164271898e-09,3.294119459908436e-08,5.807327046341024e-09
W03,4.641588833612782e-08,6480.0,5.257085578334378e-09,7.684214559602046e-11,4.666072276046394e-09,2.919574967301775e-09,3.28954463248667e-08,5.857952622293705e-09
W03,4.641588833612782e-08,6570.0,5.258196941829199e-09,7.676377062983177e-11,4.665039287517762e-09,2.915747145907022e-09,3.2849826302779944e-08,5.9085118292700425e-09
W03,4.641588833612782e-08,6660.0,5.259372501767058e-09,7.668621568378398e-11,4.66394128252595e-09,2.9119237282013804e-09,3.280433236633983e-08,5.959004743353653e-09
W03,4.641588833612782e-08,6750.0,5.260610264469671e-09,7.660945478638699e-11,4.662780280720735e-09,2.908104741712225e-09,3.275896241777649e-08,6.0094314411087634e-09
W03,4.641588833612782e-08,6840.0,5.261908291335013e-09,7.653346270509922e-11,4.661558245936679e-09,2.9042902127696613e-09,3.271371441521667e-08,6.059791999476495e-09
W03,4.641588833612782e-08,6930.0,5.263264707087369e-09,7.645821507142937e-11,4.660277077817993e-09,2.900480166597599e-09,3.26685863807623e-08,6.110086495855276e-09
W03,4.641588833612782e-08,7020.0,5.2646777008698575e-09,7.638368833938638e-11,4.658938610767547e-09,2.896674624959308e-09,3.2623576403806876e-08,6.160315008231482e-09
W03,4.641588833612782e-08,7110.0,5.266145510972743e-09,7.630985968739322e-11,4.6575446293166555e-09,2.8928736113491526e-09,3.257868262098328e-08,6.210477614768122e-09
W03,4.641588833612782e-08,7200.0,5.2676664324344714e-09,7.623670703897363e-11,4.6560968605033474e-09,2.889077147239892e-09,3.253390322725154e-08,6.260574394070844e-09
W03,4.641588833612782e-08,7290.0,5.26923881931283e-09,7.616420910022578e-11,4.654596971563736e-09,2.8852852520890606e-09,3.2489236478139904e-08,6.31060542521167e-09
W03,4.641588833612782e-08,7380.0,5.270861070497571e-09,7.609234518483839e-11,4.6530465842943824e-09,2.8814979449980705e-09,3.2444680674120774e-08,6.360570787506531e-09
W03,4.641588833612782e-08,7470.0,5.272531635948973e-09,7.602109528312431e-11,4.6514472687446944e-09,2.877715243579893e-09,3.240023416786123e-08,6.41047056063566e-09
W03,4.641588833612782e-08,7560.0,5.274249018457544e-09,7.595044013850426e-11,4.649800541380743e-09,2.8739371659086544e-09,3.235589536411207e-08,6.4603048245646255e-09
W03,4.641588833612782e-08,7650.0,5.276011763344789e-09,7.588036102897494e-11,4.648107875603028e-09,2.8701637280008763e-09,3.231166271190122e-08,6.510073659570499e-09
W03,4.641588833612782e-08,7740.0,5.277818460867061e-09,7.581083983736621e-11,4.646370699272364e-09,2.8663949451129623e-09,3.2267534705679856e-08,6.559777146202053e-09
W03,4.641588833612782e-08,7830.0,5.279667750108451e-09,7.574185912657738e-11,4.6445903907417625e-09,2.862630832467677e-09,3.222350988848553e-08,6.609415365283046e-09
W03,4.641588833612782e-08,7920.0,5.281558309570501e-09,7.567340197826599e-11,4.642768288428024e-09,2.8588714043078488e-09,3.2179586843521825e-08,6.658988397868635e-09
