id,initial_drug_M,time_s,E_free_M,EI_M,covalent_M,free_drug_M,GSH_adduct_M,cleared_drug_M
W08,1.4677992676220705e-05,9450.0,2.740804164811653e-13,1.662202115488865e-11,9.983103898428275e-09,1.5160064990410518e-06,3.186706790695319e-06,9.965279660564773e-06
W08,1.4677992676220705e-05,9540.0,2.787285521640966e-13,1.6621846654327025e-11,9.983099424793153e-09,1.4907081628318466e-06,3.185954829165073e-06,9.991329962952359e-06
W08,1.4677992676220705e-05,9630.0,2.8341956863922037e-13,1.6621674104462394e-11,9.983094906326543e-09,1.4660181020890797e-06,3.185027686682472e-06,1.0016947170868742e-05
W08,1.4677992676220705e-05,9720.0,2.881527934671025e-13,1.6621503617138128e-11,9.98309034358904e-09,1.4419210007914331e-06,3.183930268815262e-06,1.0042141694766824e-05
W08,1.4677992676220705e-05,9810.0,2.9292752829058196e-13,1.662133530023196e-11,9.983085737171123e-09,1.4184019423767796e-06,3.182667351938081e-06,1.0066923674833393e-05
W08,1.4677992676220705e-05,9900.0,2.9774304466712716e-13,1.662116926059443e-11,9.983081087694383e-09,1.3954463746927255e-06,3.181243594579059e-06,1.0091303004691986e-05
W08,1.4677992676220705e-05,9990.0,3.025985859805651e-13,1.6621005604986883e-11,9.983076395808678e-09,1.3730401181245863e-06,3.179663534788183e-06,1.0115289325906541e-05
W08,1.4677992676220705e-05,10080.0,3.074933658804127e-13,1.6620844443765502e-11,9.98307166219e-09,1.3511693570354454e-06,3.1779315929082056e-06,1.013889203377044e-05
W08,1.4677992676220705e-05,10170.0,3.124265719564336e-13,1.662068588086268e-11,9.983066887546826e-09,1.329820615116107e-06,3.1760520795545392e-06,1.016212029397665e-05
W08,1.4677992676220705e-05,10260.0,3.173973707877593e-13,1.6620530017224177e-11,9.983062072611634e-09,1.3089807647431789e-06,3.174029192585403e-06,1.0184983036289514e-05
W08,1.4677992676220705e-05,10350.0,3.22404903569861e-13,1.6620376951795062e-11,9.98305721814428e-09,1.288637008258198e-06,3.171867023162211e-06,1.0207488967205219e-05
W08,1.4677992676220705e-05,10440.0,3.274482845542538e-13,1.6620226782519016e-11,9.983052324932573e-09,1.2687768661520013e-06,3.169569559574469e-06,1.022964657794254e-05
W08,1.4677992676220705e-05,10530.0,3.3252660395672e-13,1.662007960762213e-11,9.983047393788067e-09,1.249388185923732e-06,3.1671406843714887e-06,1.0251464138452109e-05
W08,1.4677992676220705e-05,10620.0,3.376389305575904e-13,1.6619935520240833e-11,9.983042425548847e-09,1.230459111095977e-06,3.1645841843931105e-06,1.0272949718370569e-05
W08,1.4677992676220705e-05,10710.0,3.427843107828947e-13,1.661979461170625e-11,9.983037421077157e-09,1.2119780877330687e-06,3.1619037486591926e-06,1.0294111182612775e-05
W08,1.4677992676220705e-05,10800.0,3.4796177130705486e-13,1.6619656969568128e-11,9.98303238125877e-09,1.1939338609913764e-06,3.159102969486138e-06,1.0314956193704981e-05
W08,1.4677992676220705e-05,10890.0,3.531703168359238e-13,1.6619522679494156e-11,9.983027307003316e-09,1.176315450654294e-06,3.156185350406882e-06,1.0335492228329865e-05
W08,1.4677992676220705e-05,10980.0,3.58408934660556e-13,1.6619391823095717e-11,9.983022199241889e-09,1.1591121592978672e-06,3.153154303527087e-06,1.0355726571804705e-05
W08,1.4677992676220705e-05,11070.0,3.6367659516083653e-13,1.6619264478010565e-11,9.983017058926475e-09,1.1423135621547766e-06,3.1500131528062832e-06,1.037566632493626e-05
W08,1.4677992676220705e-05,11160.0,3.689722498760318e-13,1.661914071860852e-11,9.983011887031161e-09,1.1259094909453987e-06,3.1467651392920925e-06,1.0395318414955482e-05
W08,1.4677992676220705e-05,11250.0,3.7429483603554986e-13,1.6619020616702634e-11,9.983006684546908e-09,1.109890042075242e-06,3.143413418466135e-06,1.0414689589974184e-05
W08,1.4677992676220705e-05,11340.0,3.796432757278606e-13,1.661890423967923e-11,9.983001452484239e-09,1.094245558348718e-06,3.139961066163698e-06,1.0433786431351584e-05
W08,1.4677992676220705e-05,11430.0,3.8501647723587086e-13,1.6618791650797976e-11,9.982996191871612e-09,1.078966624212603e-06,3.1364110801133352e-06,1.0452615356911266e-05
W08,1.4677992676220705e-05,11520.0,3.904133378730608e-13,1.6618682910342548e-11,9.98299090375143e-09,1.0640440703647744e-06,3.1327663784445726e-06,1.0471182617824715e-05
W08,1.4677992676220705e-05,11610.0,3.9583274246644244e-13,1.6618578073989257e-11,9.98298558918319e-09,1.0494689507561968e-06,3.129029807132957e-06,1.0489494314164316e-05
W08,1.4677992676220705e-05,11700.0,4.0127356657425433e-13,1.661847719334492e-11,9.982980249239727e-09,1.0352325480058043e-06,3.1252041382467853e-06,1.0507556391241702e-05
W08,1.4677992676220705e-05,11790.0,4.0673467846445005e-13,1.661838031515986e-11,9.982974885006022e-09,1.021326369696172e-06,3.1212920711460626e-06,1.052537464211317e-05
W08,1.4677992676220705e-05,11880.0,4.1221493758732576e-13,1.661828748230079e-11,9.982969497579758e-09,1.0077421309262124e-06,3.117296238130576e-06,1.0542954719378875e-05
W08,1.4677992676220705e-05,11970.0,4.177131979132456e-13,1.661819873326841e-11,9.982964088068463e-09,9.944717607626342e-07,3.113219202351047e-06,1.0560302130820242e-05
W08,1.4677992676220705e-05,12060.0,4.2322830861527887e-13,1.661811410213144e-11,9.982958657588899e-09,9.815073928819478e-07,3.109063460838395e-06,1.057742224572869e-05
W08,1.4677992676220705e-05,12150.0,4.2875911505180607e-13,1.6618033617961783e-11,9.982953207266632e-09,9.688413546888542e-07,3.104831448026246e-06,1.059432030226474e-05
W08,1.4677992676220705e-05,12240.0,4.3430446037936753e-13,1.6617957306080695e-11,9.982947738233185e-09,9.564661736459603e-07,3.1005255337015025e-06,1.0611001403177722e-05
W08,1.4677992676220705e-05,12330.0,4.3986318655345045e-13,1.661788518695595e-11,9.982942251626136e-09,9.44374563113034e-07,3.0961480275884344e-06,1.0627470525382442e-05
W08,1.4677992676220705e-05,12420.0,4.454341355732494e-13,1.661781727624615e-11,9.982936748587825e-09,9.325594177024931e-07,3.0917011808520067e-06,1.0643732523100359e-05
W08,1.4677992676220705e-05,12510.0,4.510161520778774e-13,1.6617753584917333e-11,9.98293123026265e-09,9.210138193429804e-07,3.087187184134616e-06,1.065979212375928e-05
W08,1.4677992676220705e-05,12600.0,4.566080826200007e-13,1.6617694119277916e-11,9.982925697797746e-09,9.097310176541497e-07,3.0826081739092207e-06,1.0675653941265437e-05
W08,1.4677992676220705e-05,12690.0,4.62208778049981e-13,1.6617638880912798e-11,9.982920152340682e-09,8.987044336987796e-07,3.0779662312643797e-06,1.0691322473466344e-05
W08,1.4677992676220705e-05,12780.0,4.678170940219228e-13,1.6617587867651357e-11,9.98291459503797e-09,8.879276606705453e-07,3.0732633816813333e-06,1.0706802101685939e-05
W08,1.4677992676220705e-05,12870.0,4.734318932266974e-13,1.6617541071821086e-11,9.982909027034597e-09,8.773944467294071e-07,3.0685016005905444e-06,1.0722097102332666e-05
W08,1.4677992676220705e-05,12960.0,4.790520452493236e-13,1.6617498481935432e-11,9.98290344947246e-09,8.670987001152591e-07,3.0636828117159622e-06,1.073721164344155e-05
W08,1.4677992676220705e-05,13050.0,4.846764260915816e-13,1.6617460083822306e-11,9.98289786348973e-09,8.570344868633578e-07,3.058808887814356e-06,1.0752149786219438e-05
W08,1.4677992676220705e-05,13140.0,4.903039234351206e-13,1.66174258576516e-11,9.982892270218558e-09,8.471960171772349e-07,3.0538816550866326e-06,1.0766915494260782e-05
W08,1.4677992676220705e-05,13230.0,4.959334365813749e-13,1.6617395778330255e-11,9.982886670784733e-09,8.37577650399861e-07,3.0489028915682275e-06,1.0781512630186071e-05
W08,1.4677992676220705e-05,13320.0,5.015638789952881e-13,1.661736981430563e-11,9.982881066306344e-09,8.281738902450706e-07,3.0438743286726084e-06,1.0795944958866924e-05
W08,1.4677992676220705e-05,13410.0,5.071941757728709e-13,1.6617347931566004e-11,9.982875457892307e-09,8.189793747796112e-07,3.0387976544341702e-06,1.0810216154201119e-05
W08,1.4677992676220705e-05,13500.0,5.128232624352448e-13,1.661733009503691e-11,9.982869846642173e-09,8.099888814830748e-07,3.0336745118699027e-06,1.082432979569101e-05
W08,1.4677992676220705e-05,13590.0,5.184500892792152e-13,1.6617316266027907e-11,9.982864233644338e-09,8.011973191252372e-07,3.028506501608722e-06,1.0838289373936854e-05
W08,1.4677992676220705e-05,13680.0,5.240736251697548e-13,1.6617306399989892e-11,9.982858619974485e-09,7.925997219129791e-07,3.0232951837860554e-06,1.0852098294595315e-05
W08,1.4677992676220705e-05,13770.0,5.296928556905166e-13,1.6617300447517247e-11,9.982853006696438e-09,7.841912538706606e-07,3.0180420766255083e-06,1.0865759875417409e-05
W08,1.4677992676220705e-05,13860.0,5.35306783989117e-13,1.6617298356143315e-11,9.982847394859513e-09,7.759671994579978e-07,3.0127486594759194e-06,1.087927735259359e-05
W08,1.4677992676220705e-05,13950.0,5.409144316971186e-13,1.661730007060048e-11,9.982841785497347e-09,7.679229597049425e-07,3.0074163740623807e-06,1.0892653883367833e-05
W08,1.4677992676220705e-05,14040.0,5.465148375853174e-13,1.661730553283454e-11,9.982836179629225e-09,7.600540565574472e-07,3.0020466230791057e-06,1.0905892543099008e-05
W08,1.4677992676220705e-05,14130.0,5.52107061918082e-13,1.661731468094601e-11,9.982830578256781e-09,7.523561223197859e-07,2.996640773607056e-06,1.0918996332400944e-05
W08,1.4677992676220705e-05,14220.0,5.576901864470765e-13,1.6617327449694337e-11,9.982824982363503e-09,7.448248979743597e-07,2.9912001576576223e-06,1.0931968178278928e-05
W08,1.4677992676220705e-05,14310.0,5.632633105269698e-13,1.6617343772478423e-11,9.982819392916638e-09,7.374562367982045e-07,2.985726071001583e-06,1.0944810931684247e-05
W08,1.4677992676220705e-05,14400.0,5.688255576581073e-13,1.661736357925971e-11,9.982813810862727e-09,7.302460932139333e-07,2.9802197767781764e-06,1.0957527375054172e-05
W08,1.4677992676220705e-05,14490.0,5.743760738254483e-13,1.661738679764438e-11,9.982808237128175e-09,7.231905230600228e-07,2.974682505407344e-06,1.097012022212943e-05
W08,1.4677992676220705e-05,14580.0,5.799140270137574e-13,1.661741335127997e-11,9.98280267262135e-09,7.16285686401223e-07,2.9691154536796602e-06,1.0982592116053868e-05
W08,1.4677992676220705e-05,14670.0,5.854386096732206e-13,1.6617443162687938e-11,9.982797118227283e-09,7.095278359276489e-07,2.963519788511671e-06,1.0994945637220015e-05
W08,1.4677992676220705e-05,14760.0,5.909490384506789e-13,1.6617476151802487e-11,9.982791574809391e-09,7.029133190180036e-07,2.9578966462777116e-06,1.1007183301874047e-05
W08,1.4677992676220705e-05,14850.0,5.964445484598459e-13,1.661751223927335e-11,9.98278604321191e-09,6.964385797038262e-07,2.952247132173766e-06,1.1019307560787682e-05
W08,1.4677992676220705e-05,14940.0,6.01924404455449e-13,1.6617551341860304e-11,9.982780524253328e-09,6.90100147006764e-07,2.9465723239928174e-06,1.1031320807145548e-05
W08,1.4677992676220705e-05,15030.0,6.073878944240972e-13,1.661759337557616e-11,9.982775018729644e-09,6.838946383407829e-07,2.9408732710231924e-06,1.1043225374244645e-05
W08,1.4677992676220705e-05,15120.0,6.128343313391957e-13,1.6617638252232388e-11,9.982769527416073e-09,6.778187606299148e-07,2.9351509936864676e-06,1.1055023534738674e-05
W08,1.4677992676220705e-05,15210.0,6.182630540162281e-13,1.6617685884823354e-11,9.982764051060804e-09,6.718692989744518e-07,2.9294064872063247e-06,1.1066717508303003e-05
W08,1.4677992676220705e-05,15300.0,6.236734271724785e-13,1.661773618417345e-11,9.982758590388299e-09,6.660431202227059e-07,2.9236407204520163e-06,1.1078309459219429e-05
W08,1.4677992676220705e-05,15390.0,6.290648350410139e-13,1.6617789062578443e-11,9.982753146102025e-09,6.603371750003599e-07,2.9178546352811513e-06,1.108980149500405e-05
W08,1.4677992676220705e-05,15480.0,6.344366932688528e-13,1.661784442939248e-11,9.982747718876983e-09,6.547484855827768e-07,2.912049150465563e-06,1.1101195674609078e-05
W08,1.4677992676220705e-05,15570.0,6.397884415349297e-13,1.6617902194217417e-11,9.982742309363893e-09,6.492741500962754e-07,2.9062251603309726e-06,1.111249400558192e-05
W08,1.4677992676220705e-05,15660.0,6.451195428930152e-13,1.661796226482611e-11,9.982736918191926e-09,6.43911344143771e-07,2.90038353423048e-06,1.1123698442966018e-05
W08,1.4677992676220705e-05,15750.0,6.504294880598722e-13,1.661802454980839e-11,9.982731545961777e-09,6.386573102790688e-07,2.894525119951807e-06,1.1134810896419338e-05
W08,1.4677992676220705e-05,15840.0,6.557177931276387e-13,1.6618088957263974e-11,9.982726193249253e-09,6.335093608622792e-07,2.8886507427926647e-06,1.1145833228283573e-05
W08,1.4677992676220705e-05,15930.0,6.609839965241478e-13,1.6618155395219977e-11,9.982720860607902e-09,6.28464879512728e-07,2.882761205090168e-06,1.1156767252601826e-05
W08,1.4677992676220705e-05,16020.0,6.662276641485617e-13,1.6618223771741874e-11,9.982715548563755e-09,6.235213129608035e-07,2.8768572888583794e-06,1.1167614740629208e-05
W08,1.4677992676220705e-05,16110.0,6.714483870719296e-13,1.6618293995112704e-11,9.982710257617462e-09,6.186761719152637e-07,2.8709397555072984e-06,1.117837742024655e-05
W08,1.4677992676220705e-05,16200.0,6.766457785773831e-13,1.661836597396874e-11,9.9827049882471e-09,6.139270327163658e-07,2.8650093453074543e-06,1.1189056974842686e-05
W08,1.4677992676220705e-05,16290.0,6.818194778375167e-13,1.6618439617455308e-11,9.982699740904354e-09,6.092715310132276e-07,2.8590667794364817e-06,1.1199655047590496e-05
W08,1.4677992676220705e-05,16380.0,6.869691488377328e-13,1.6618514835367637e-11,9.98269451601544e-09,6.047073611539144e-07,2.853112760176323e-06,1.1210173241859639e-05
W08,1.4677992676220705e-05,16470.0,6.920944781962653e-13,1.661859153748223e-11,9.982689313983967e-09,6.002322780507313e-07,2.8471479703091437e-06,1.1220613119955332e-05
W08,1.4677992676220705e-05,16560.0,6.971951767584385e-13,1.6618669634523137e-11,9.982684135188364e-09,5.95844092198077e-07,2.8411730747299505e-06,1.1230976206487877e-05
W08,1.4677992676220705e-05,16650.0,7.022709794437491e-13,1.661874903828792e-11,9.982678979981914e-09,5.915406679793809e-07,2.83518872099444e-06,1.1241263989517886e-05
W08,1.4677992676220705e-05,16740.0,7.073216416010975e-13,1.6618829662063238e-11,9.98267384869598e-09,5.873199259134153e-07,2.8291955385915704e-06,1.1251477919037384e-05
W08,1.4677992676220705e-05,16830.0,7.123469414637898e-13,1.661891142026957e-11,9.98266874163791e-09,5.831798383773351e-07,2.8231941403278863e-06,1.126161940986245e-05
W08,1.4677992676220705e-05,16920.0,7.17346680928887e-13,1.6618994228326526e-11,9.98266365909039e-09,5.791184271097701e-07,2.8171851231355988e-06,1.127168984332204e-05
W08,1.4677992676220705e-05,17010.0,7.223206830267582e-13,1.6619078002291873e-11,9.982658601314327e-09,5.751337651984215e-07,2.8111690674289087e-06,1.1281690565914083e-05
W08,1.4677992676220705e-05,17100.0,7.272687922612508e-13,1.6619162658278058e-11,9.982653568549105e-09,5.712239757736204e-07,2.8051465375266997e-06,1.12916228901892e-05
W08,1.4677992676220705e-05,17190.0,7.321908745155307e-13,1.661924811545894e-11,9.98264856100967e-09,5.673872261435736e-07,2.7991180835508705e-06,1.1301488098717159e-05
W08,1.4677992676220705e-05,17280.0,7.370868157499014e-13,1.6619334293979023e-11,9.982643578889915e-09,5.636217308070118e-07,2.793084240450829e-06,1.1311287442049703e-05
W08,1.4677992676220705e-05,17370.0,7.41956517826558e-13,1.661942111734073e-11,9.982638622364479e-09,5.599257521409495e-07,2.7870455277806152e-06,1.1321022138255683e-05
W08,1.4677992676220705e-05,17460.0,7.467999064298844e-13,1.6619508508939765e-11,9.982633691584276e-09,5.562975925219186e-07,2.78100245224921e-06,1.1330693378249507e-05
W08,1.4677992676220705e-05,17550.0,7.516169246348902e-13,1.6619596394740126e-11,9.98262878668027e-09,5.527355977466687e-07,2.7749555066129387e-06,1.1340302323478045e-05
W08,1.4677992676220705e-05,17640.0,7.564075357693664e-13,1.661968469874856e-11,9.982623907765127e-09,5.492381585271536e-07,2.7689051691912824e-06,1.134985010490983e-05
W08,1.4677992676220705e-05,17730.0,7.611717198152846e-13,1.6619773349894757e-11,9.982619054929935e-09,5.458037026240317e-07,2.762851906413203e-06,1.1359337828355215e-05
W08,1.4677992676220705e-05,17820.0,7.659094750208113e-13,1.6619862277682364e-11,9.982614228246943e-09,5.424306979248657e-07,2.7567961718204295e-06,1.1368766572384908e-05
W08,1.4677992676220705e-05,17910.0,7.706208141300343e-13,1.6619951414872786e-11,9.982609427770642e-09,5.391176527063227e-07,2.7507384059823516e-06,1.1378137388152868e-05
W08,1.4677992676220705e-05,18000.0,7.753057671313442e-13,1.662004069563693e-11,9.982604653536877e-09,5.358631118973477e-07,2.7446790377054724e-06,1.1387451301923678e-05
W08,1.4677992676220705e-05,18090.0,7.799643806942272e-13,1.6620130055661065e-11,9.98259990556329e-09,5.326656560213752e-07,2.738618484375611e-06,1.1396709315788123e-05
W08,1.4677992676220705e-05,18180.0,7.845967167668118e-13,1.662021943199545e-11,9.982595183850883e-09,5.295239025701768e-07,2.732557151512928e-06,1.140591240673434e-05
W08,1.4677992676220705e-05,18270.0,7.892028526071003e-13,1.6620308762774417e-11,9.982590488384263e-09,5.264365045441254e-07,2.726495433244243e-06,1.1415061527635214e-05
W08,1.4677992676220705e-05,18360.0,7.937828791305678e-13,1.6620397989431524e-11,9.982585819131082e-09,5.2340214687054e-07,2.720433713462253e-06,1.1424157609670816e-05
W08,1.4677992676220705e-05,18450.0,7.983369012941842e-13,1.662048705471877e-11,9.982581176043631e-09,5.204195484367778e-07,2.7143723651671584e-06,1.1433201560953697e-05
W08,1.4677992676220705e-05,18540.0,8.028650367582704e-13,1.6620575903386642e-11,9.9825765590595e-09,5.174874622538299e-07,2.7083117504134724e-06,1.1442194266418464e-05
W08,1.4677992676220705e-05,18630.0,8.073674168037004e-13,1.6620664481908425e-11,9.982571968100931e-09,5.14604669866181e-07,2.7022522221194266e-06,1.145113659160254e-05
W08,1.4677992676220705e-05,18720.0,8.118441847392226e-13,1.6620752738718594e-11,9.982567403076187e-09,5.117699839470711e-07,2.6961941232266047e-06,1.146002938089124e-05
W08,1.4677992676220705e-05,18810.0,8.162954957480606e-13,1.6620840623765846e-11,9.98256286388013e-09,5.089822494295704e-07,2.690137786333578e-06,1.1468873456753078e-05
W08,1.4677992676220705e-05,18900.0,8.207215162525317e-13,1.6620928089121692e-11,9.982558350394269e-09,5.062403382968814e-07,2.6840835353821363e-06,1.1477669623263228e-05
W08,1.4677992676220705e-05,18990.0,8.251224234545867e-13,1.662101508874682e-11,9.982553862487443e-09,5.03543150466072e-07,2.6780316853709874e-06,1.1486418665506094e-05
W08,1.4677992676220705e-05,19080.0,8.294984049934923e-13,1.662110157828418e-11,9.982549400016366e-09,5.008896144534794e-07,2.671982542140129e-06,1.1495121349125527e-05
W08,1.4677992676220705e-05,19170.0,8.338496585535455e-13,1.6621187514983363e-11,9.982544962826106e-09,4.982786870950115e-07,2.66593640246117e-06,1.1503778420514207e-05
W08,1.4677992676220705e-05,19260.0,8.381763908118649e-13,1.662127285824427e-11,9.982540550750588e-09,4.957093488926851e-07,2.659893555543496e-06,1.151239060996094e-05
W08,1.4677992676220705e-05,19350.0,8.424788174018384e-13,1.6621357569154776e-11,9.982536163613088e-09,4.931806064773183e-07,2.6538542822368347e-06,1.1520958629985397e-05
W08,1.4677992676220705e-05,19440.0,8.46757162958549e-13,1.662144161030677e-11,9.982531801226378e-09,4.906914940349634e-07,2.64781885456929e-06,1.152948317437364e-05
W08,1.4677992676220705e-05,19530.0,8.510116594664914e-13,1.6621524946311566e-11,9.982527463393866e-09,4.882410672379824e-07,2.641787537711692e-06,1.1537964922282716e-05
W08,1.4677992676220705e-05,19620.0,8.552425465171095e-13,1.6621607543454506e-11,9.982523149909672e-09,4.858284059397516e-07,2.635760589105075e-06,1.154640453641845e-05
W08,1.4677992676220705e-05,19710.0,8.594500712797097e-13,1.662168936949037e-11,9.982518860558873e-09,4.834526139722519e-07,2.6297382585259787e-06,1.1554802663172573e-05
W08,1.4677992676220705e-05,19800.0,8.636344878728334e-13,1.6621770393694852e-11,9.982514595118076e-09,4.81112818123041e-07,2.62372078841739e-06,1.1563159933314787e-05
W08,1.4677992676220705e-05,19890.0,8.677960559025612e-13,1.662185058727502e-11,9.982510353356467e-09,4.788081655211962e-07,2.617708414734717e-06,1.1571476963760874e-05
W08,1.4677992676220705e-05,19980.0,8.719350411168539e-13,1.6621929922887867e-11,9.982506135035639e-09,4.765378251202781e-07,2.6117013664655213e-06,1.1579754356569974e-05
W08,1.4677992676220705e-05,20070.0,8.760517160105452e-13,1.662200837446263e-11,9.982501939909169e-09,4.743009887267055e-07,2.6056998652964125e-06,1.158799269824933e-05
W08,1.4677992676220705e-05,20160.0,8.801463567671729e-13,1.6622085917713874e-11,9.982497767725162e-09,4.720968660182836e-07,2.599704127225358e-06,1.1596192563123449e-05
W08,1.4677992676220705e-05,20250.0,8.842192446714311e-13,1.662216252973265e-11,9.982493618225239e-09,4.6992468699743605e-07,2.5937143617673404e-06,1.1604354511675201e-05
W08,1.4677992676220705e-05,20340.0,8.882706660221735e-13,1.6622238189130714e-11,9.98248949114449e-09,4.677837021798832e-07,2.587730771893069e-06,1.1612479090418447e-05
W08,1.4677992676220705e-05,20430.0,8.92300910949917e-13,1.662231287592919e-11,9.982485386212764e-09,4.6567318050924813e-07,2.581753554703812e-06,1.1620566833308583e-05
W08,1.4677992676220705e-05,20520.0,8.963102726912699e-13,1.6622386571495816e-11,9.982481303155457e-09,4.635924081656973e-07,2.5757829018168223e-06,1.1628618262548487e-05
W08,1.4677992676220705e-05,20610.0,9.002990478862448e-13,1.6622459258591033e-11,9.982477241693166e-09,4.6154068937598766e-07,2.5698189991029115e-06,1.163663388804088e-05
W08,1.4677992676220705e-05,20700.0,9.042675386486735e-13,1.6622530920637698e-11,9.982473201540357e-09,4.5951734838516694e-07,2.5638620260479952e-06,1.164461420605511e-05
W08,1.4677992676220705e-05,20790.0,9.082160472142374e-13,1.6622601542934828e-11,9.982469182409495e-09,4.57521723442498e-07,2.5579121576996353e-06,1.1652559703294646e-05
W08,1.4677992676220705e-05,20880.0,9.121448789222386e-13,1.662267111178162e-11,9.98246518400894e-09,4.5555316997610614e-07,2.551969563639189e-06,1.1660470854750318e-05
W08,1.4677992676220705e-05,20970.0,9.160543415716548e-13,1.6622739614679572e-11,9.982461206043391e-09,4.5361105991741326e-07,2.5460344082002802e-06,1.166834812415738e-05
W08,1.4677992676220705e-05,21060.0,9.199447459493773e-13,1.6622807040430057e-11,9.982457248213264e-09,4.516947824833179e-07,2.5401068502153985e-06,1.1676191963466762e-05
W08,1.4677992676220705e-05,21150.0,9.238164027886398e-13,1.6622873378717814e-11,9.982453310218138e-09,4.4980373979220114e-07,2.534187044434766e-06,1.1684002815810168e-05
W08,1.4677992676220705e-05,21240.0,9.276696246012115e-13,1.6622938620378476e-11,9.982449391754663e-09,4.479373495176064e-07,2.5282751406671405e-06,1.1691781113705611e-05
W08,1.4677992676220705e-05,21330.0,9.3150472568993e-13,1.6623002757451285e-11,9.982445492516501e-09,4.4609504490518893e-07,2.5223712837741207e-06,1.1699527279046149e-05
W08,1.4677992676220705e-05,21420.0,9.353220211312351e-13,1.6623065783015015e-11,9.982441612195496e-09,4.4427627331865134e-07,2.516475614140607e-06,1.1707241724083497e-05
W08,1.4677992676220705e-05,21510.0,9.391218258075708e-13,1.662312769103319e-11,9.982437750482802e-09,4.4248049485717746e-07,2.5105882681221108e-06,1.1714924852363272e-05
W08,1.4677992676220705e-05,21600.0,9.42904455112497e-13,1.6623188476510056e-11,9.98243390706802e-09,4.407071833710937e-07,2.5047093777157877e-06,1.1722577058038307e-05
W08,0.0001,0.0,1e-08,0.0,0.0,0.0001,0.0,0.0
W08,0.0001,90.0,1.9557302295499945e-12,7.633059670955601e-09,2.3649845988090436e-09,9.757528522562795e-05,7.030328790647401e-07,1.7116838510376055e-06
W08,0.0001,180.0,1.5303159033806352e-12,5.828612599882295e-09,4.169857084204095e-09,9.522137821715181e-05,1.3865703587243854e-06,3.3820529544397494e-06
W08,0.0001,270.0,1.1976591224276354e-12,4.451673819194763e-09,5.547128521702503e-09,9.292674367701276e-05,2.0511098138831615e-06,5.012147706763265e-06
W08,0.0001,360.0,9.375471765015034e-13,3.4009567681490726e-09,6.5981056846947155e-09,9.068988273835804e-05,2.697136019727806e-06,6.6029821794614135e-06
W08,0.0001,450.0,7.341708201451455e-13,2.5991723911431693e-09,7.400093438056613e-09,8.850933445661143e-05,3.3251214769826918e-06,8.155544800576785e-06
W08,0.0001,540.0,5.751651979227919e-13,1.9873433984983327e-09,8.012081436323423e-09,8.638367484914116e-05,3.935526722493243e-06,9.670799003530892e-06
W08,0.0001,630.0,4.5085959375507605e-13,1.5204656309449411e-09,8.479083509480771e-09,8.431151595943171e-05,4.528800631944683e-06,1.1149683859483282e-05
W08,0.0001,720.0,3.536905758149051e-13,1.1641974539108551e-09,8.835448855532613e-09,8.229150494509277e-05,5.105380714917194e-06,1.2593114693680707e-05
W08,0.0001,810.0,2.7774294123982326e-13,8.923335277653175e-10,9.107388729312574e-09,8.03223231890656e-05,5.6656934024728005e-06,1.4001983686204612e-05
W08,0.0001,900.0,2.1839063646849702e-13,6.8487711271728e-10,9.314904496665256e-09,7.84026854334134e-05,6.210154327463691e-06,1.537716045751362e-05
W08,0.0001,990.0,1.7201588528366937e-13,5.265690982604004e-10,9.473258885873216e-09,7.653133893510207e-05,6.739168597746764e-06,1.6719492639167114e-05
W08,0.0001,1080.0,1.3578949528531063e-13,4.057655468031283e-10,9.594098663721084e-09,7.470706264319921e-05,7.253131062484332e-06,1.8029806430106022e-05
W08,0.0001,1170.0,1.0749902165944152e-13,3.1358117758062373e-10,9.686311323418047e-09,7.292866639693571e-05,7.752426571706284e-06,1.9308907138857092e-05
W08,0.0001,1260.0,8.541436269753322e-14,2.4323578199952855e-10,9.756678803659311e-09,7.119499014409255e-05,8.237430229304432e-06,2.0557579712017437e-05
W08,0.0001,1350.0,6.818263939178373e-14,1.8955548888381534e-10,9.810376328500133e-09,6.950490317919017e-05,8.708507639625514e-06,2.1776589249367022e-05
W08,0.0001,1440.0,5.4745974829999004e-14,1.4859218778278115e-10,9.851353066267184e-09,6.7857303400972e-05,9.166015147825306e-06,2.2966681505948727e-05
W08,0.0001,1530.0,4.4277193918040156e-14,1.1733312972165246e-10,9.88262259311035e-09,6.625111658869287e-05,9.610300074140764e-06,2.4128583381443624e-05
W08,0.0001,1620.0,3.61295306882686e-14,9.347932171492798e-11,9.906484548781187e-09,6.468529569672834e-05,1.0041700942235404e-05,2.5263003397165834e-05
W08,0.0001,1710.0,2.979729780088766e-14,7.527642662216296e-11,9.924693776107572e-09,6.315882016704107e-05,1.0460547701767298e-05,2.6370632160988975e-05
W08,0.0001,1800.0,2.4885126492316954e-14,6.138572574241937e-11,9.938589389159248e-09,6.167069525904893e-05,1.086716194532611e-05,2.7452142820510136e-05
W08,0.0001,1890.0,2.1083912043983574e-14,5.078565355271934e-11,9.949193262563906e-09,6.021995139645382e-05,1.1261857119881509e-05,2.8508191504748625e-05
W08,0.0001,1980.0,1.8152003479006154e-14,4.2696659827196964e-11,9.957285188198432e-09,5.8805643530599486e-05,1.1644938732882147e-05,2.9539417754670395e-05
W08,0.0001,2070.0,1.590048961546803e-14,3.652387393853845e-11,9.963460225601391e-09,5.742685051994042e-05,1.2016704553140162e-05,3.054644494281993e-05
