ligand,site,total_l_M,free_l_M,free_u_M,target_U1_occupancy,inclusion_proxy_percent,offtarget_inclusion_proxy_percent,target_ligand_occupancy,ligand_mass_error_M,u1_mass_error_M
Aminoglycoside-like model,mutant scenario,0.003414548873833601,0.003414518292451495,8.921557172413985e-08,0.017929424670078565,1.7929424670078564,35.82856475506664,0.4409204746974645,0.0,0.0
Aminoglycoside-like model,mutant scenario,0.003981071705534969,0.003981041005554425,8.92016785657374e-08,0.018209981570468596,1.8209981570468596,35.87300490373887,0.47903194547010247,-8.673617379884035e-19,0.0
Aminoglycoside-like model,mutant scenario,0.004641588833612782,0.0046415580204728505,8.918965501992736e-08,0.01849265933255555,1.849265933255555,35.911198871358394,0.5173890608449856,0.0,0.0
Aminoglycoside-like model,mutant scenario,0.0054116952654646375,0.005411664344685509,8.917924843765337e-08,0.018774082026330477,1.8774082026330476,35.944011327646585,0.5555423421980851,0.0,1.3234889800848443e-23
Aminoglycoside-like model,mutant scenario,0.00630957344480193,0.006309542422075591,8.9170240866683e-08,0.019050949718778482,1.9050949718778483,35.97219077959819,0.5930517791310143,0.0,1.3234889800848443e-23
Aminoglycoside-like model,mutant scenario,0.007356422544596406,0.007356391425823553,8.91624443405637e-08,0.019320185715179485,1.9320185715179485,35.9963842933531,0.6295067770647589,0.0,0.0
Aminoglycoside-like model,mutant scenario,0.008576958985908946,0.008576927777189294,8.915569670405131e-08,0.019579063091315338,1.9579063091315339,36.017150565886894,0.6645433039096452,0.0,1.3234889800848443e-23
Aminoglycoside-like model,mutant scenario,0.01,0.009999968707585852,8.914985795771546e-08,0.019825299890757972,1.9825299890757972,36.03497147501009,0.6978568036160291,0.0,0.0
Inactive mismatch model,WT scenario,0.0,0.0,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,0.0,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-10,9.999999668716438e-11,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.0032841275210625e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.165914401179831e-10,1.1659143625550036e-10,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.1697434127324774e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.3593563908785242e-10,1.3593563458452816e-10,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.36382069056357e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.584893192461111e-10,1.5848931399562048e-10,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.590098183719108e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.8478497974222944e-10,1.847849736206068e-10,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.8539183716390978e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318867e-10,2.154434618659007e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,2.1615101280394003e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.511886431509582e-10,2.5118863482949135e-10,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.520135786486819e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.928644564625237e-10,2.928644467604057e-10,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,2.938262606270786e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.414548873833601e-10,3.41454876071521e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,3.425762686932287e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.9810717055349694e-10,3.981071573648608e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,3.9941460514918457e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.6415888336127727e-10,4.6415886798445647e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,4.656832401541301e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464626e-10,5.411695086184058e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,5.429467960418359e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.309573444801942e-10,6.309573235776147e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709825,6.330294885226026e-10,1.0339757656912846e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596422e-10,7.356422300890236e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,7.380581969624878e-10,1.0339757656912846e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908946e-10,8.576958701768394e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,8.60512680642011e-10,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-09,9.999999668716438e-10,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,1.0032841266151412e-09,-2.0679515313825692e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.1659144011798312e-09,1.1659143625550037e-09,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,1.1697434115010078e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.3593563908785241e-09,1.3593563458452815e-09,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.3638206888895635e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.584893192461111e-09,1.5848931399562047e-09,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.590098181443537e-09,-2.0679515313825692e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.847849797422287e-09,1.847849736206061e-09,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,1.853918368545779e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318866e-09,2.154434618659007e-09,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.1615101238344868e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.511886431509582e-09,2.511886348294914e-09,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.520135780770843e-09,4.1359030627651384e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.9286445646252374e-09,2.9286444676040575e-09,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,2.9382625985007374e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.414548873833601e-09,3.41454876071521e-09,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,3.425762676370023e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.981071705534969e-09,3.981071573648608e-09,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709825,3.994146037133964e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.641588833612773e-09,4.6415886798445655e-09,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,4.656832382023822e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464648e-09,5.411695086184081e-09,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.419500108709825,5.4294679338871715e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.309573444801943e-09,6.3095732357761475e-09,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,6.330294849160657e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596422e-09,7.356422300890238e-09,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,7.3805819205991886e-09,8.271806125530277e-25,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908947e-09,8.576958701768398e-09,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,8.605126739776729e-09,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-08,9.999999668716443e-09,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709825,1.0032841175559305e-08,1.6543612251060553e-24,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.165914401179831e-08,1.165914362555004e-08,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.1697433991863115e-08,1.6543612251060553e-24,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.3593563908785241e-08,1.3593563458452821e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,1.3638206721495025e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.5848931924611143e-08,1.584893139956209e-08,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,1.590098158687832e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.8478497974222906e-08,1.8478497362060655e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,1.8539183376126638e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318866e-08,2.1544346186590084e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,2.1615100817853553e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.511886431509582e-08,2.5118863482949157e-08,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,2.520135723611087e-08,-3.308722450212111e-24,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.9286445646252374e-08,2.9286444676040604e-08,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,2.9382625208002584e-08,3.308722450212111e-24,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.4145488738336004e-08,3.414548760715214e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,3.42576257074738e-08,6.617444900424222e-24,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.981071705534969e-08,3.981071573648613e-08,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709825,3.994145893555151e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.641588833612773e-08,4.641588679844572e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,4.656832186849046e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464637e-08,5.411695086184079e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,5.4294676685750846e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.30957344480193e-08,6.309573235776147e-08,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,6.330294488506983e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596421e-08,7.356422300890254e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709825,7.380581430342333e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908945e-08,8.576958701768419e-08,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,8.605126073342944e-08,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-07,9.999999668716472e-08,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.419500108709826,1.0032840269638298e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.1659144011798311e-07,1.1659143625550083e-07,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.4195001087098253,1.169743276039363e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.3593563908785243e-07,1.359356345845288e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.3638205047489146e-07,2.6469779601696886e-23,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.584893192461114e-07,1.5848931399562167e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.5900979311307777e-07,2.6469779601696886e-23,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.8478497974222906e-07,1.8478497362060762e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.8539180282815382e-07,2.6469779601696886e-23,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318867e-07,2.1544346186590228e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,2.161509661294126e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.5118864315095823e-07,2.511886348294935e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,2.5201351520136703e-07,-5.293955920339377e-23,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.928644564625237e-07,2.9286444676040866e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,2.9382617437956925e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.414548873833601e-07,3.41454876071525e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,3.4257615145213147e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.981071705534969e-07,3.981071573648662e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,3.994144457767588e-07,-5.293955920339377e-23,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.6415888336127725e-07,4.6415886798446385e-07,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,4.6568302351021896e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464637e-07,5.41169508618417e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,5.429465015455748e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.30957344480193e-07,6.30957323577627e-07,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,6.330290881972612e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596422e-07,7.356422300890422e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,7.380576527777354e-07,1.0587911840678754e-22,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908945e-07,8.576958701768645e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,8.605119409010808e-07,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-06,9.99999966871678e-07,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,1.003283121043724e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.1659144011798312e-06,1.1659143625550502e-06,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,1.1697420445713026e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.3593563908785242e-06,1.3593563458453448e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.3638188307452944e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.584893192461114e-06,1.5848931399562941e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.5900956555638246e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.8478497974222906e-06,1.8478497362061817e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.8539149349759553e-06,2.117582368135751e-22,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318822e-06,2.154434618659162e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.1615054563908314e-06,4.235164736271502e-22,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.5118864315095823e-06,2.5118863482951305e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709825,2.520129436053765e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.9286445646252375e-06,2.9286444676043515e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.938253973772638e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.414548873833601e-06,3.41454876071561e-06,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,3.425750952296482e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.981071705534969e-06,3.981071573649151e-06,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.419500108709826,3.994130099948736e-06,-8.470329472543003e-22,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.641588833612782e-06,4.6415886798453125e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,4.656810717723611e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464638e-06,5.411695086185074e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,5.429438484404981e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.30957344480193e-06,6.3095732357774984e-06,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,6.330254816854932e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596406e-06,7.356422300892076e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,7.380527502485772e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908945e-06,8.576958701770916e-06,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,8.60505276625717e-06,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1e-05,9.999999668719869e-06,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.0032740619326445e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.165914401179831e-05,1.1659143625554698e-05,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,1.1697297300333096e-05,1.6940658945086007e-21,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.359356390878524e-05,1.3593563458459153e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,1.3638020909351093e-05,1.6940658945086007e-21,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.584893192461114e-05,1.5848931399570694e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,1.5900729002525057e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,1.8478497974222908e-05,1.8478497362072356e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,1.8538840024878536e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.1544346900318823e-05,2.1544346186605945e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,2.1614634082577125e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.5118864315095822e-05,2.511886348297078e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,2.5200722778807622e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,2.9286445646252374e-05,2.9286444676069987e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,2.9381762758022324e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.414548873833601e-05,3.414548760719209e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,3.425645333630218e-05,6.776263578034403e-21,9.43647642800494e-21
Inactive mismatch model,WT scenario,3.9810717055349695e-05,3.9810715736540436e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,3.993986527437372e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,4.641588833612782e-05,4.641588679851963e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709825,4.6566155529353456e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,5.411695265464637e-05,5.4116950861941134e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,5.429173188157433e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,6.309573444801929e-05,6.309573235789787e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,6.329894188278679e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,7.356422544596406e-05,7.35642230090878e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,7.38003728538914e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,8.576958985908945e-05,8.576958701793622e-05,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,8.604386395489356e-05,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0001,9.999999668750734e-05,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.00010031834798189213,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00011659144011798311,0.00011659143625596654,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,0.00011696065989125113,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00013593563908785241,0.00013593563458516185,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.00013636347154319744,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00015848931924611142,0.00015848931399648218,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,0.00015898453829549694,-2.710505431213761e-20,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00018478497974222906,0.00018478497362177734,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,0.0001853574734369152,-2.710505431213761e-20,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00021544346900318823,0.0002154434618674919,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.000216104301688566,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0002511886431509582,0.0002511886348316549,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,0.0002519500838720694,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00029286445646252375,0.00029286444676334663,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,0.0002937399522045837,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0003414548873833601,0.0003414548760755185,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,0.00034245895050511165,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0003981071705534969,0.0003981071573702945,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098262,0.00039925513698121115,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0004641588833612782,0.0004641588679918433,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,0.00046546648043950344,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0005411695265464637,0.0005411695086284461,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.0005426521650921331,-1.0842021724855044e-19,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.000630957344480193,0.000630957323591259,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.4195001087098253,0.0006326290161142606,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0007356422544596406,0.0007356422301075693,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,0.0007375138693687476,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0008576958985908946,0.0008576958702020487,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,0.0008597728359792952,1.0842021724855044e-19,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.001,0.000999999966905907,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,0.0010022785574878787,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0011659144011798312,0.0011659143626015717,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709825,0.0011683767119534164,2.168404344971009e-19,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0013593563908785241,0.0013593563459085713,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.419500108709826,0.001361963217197328,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.001584893192461114,0.001584893140042221,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.419500108709825,0.0015875737858642863,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0018478497974222907,0.0018478497363229552,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.0018504877189206182,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.002154434690031882,0.0021544346188178483,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.419500108709826,0.0021568480796957203,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.002511886431509577,0.002511886348510757,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.002513800668312031,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0029286445646252374,0.002928644467897346,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,0.0029296545131197926,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.003414548873833601,0.003414548761113694,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,0.003414066905484793,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.003981071705534969,0.0039810715741899734,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.003978256316861985,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.004641588833612782,0.004641588680579983,9.917965623891151e-08,0.04724686424248753,4.724686424248753,2.4195001087098253,0.004635246836775632,8.673617379884035e-19,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.0054116952654646375,0.005411695087182959,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,0.005400148033617083,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.00630957344480193,0.006309573237132726,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.4195001087098253,0.006290474333064313,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.007356422544596406,0.007356422302732328,9.917965623891151e-08,0.047246864242487537,4.724686424248754,2.419500108709826,0.007326508083406171,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.008576958985908946,0.00857695870426934,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.419500108709826,0.008531710366668676,0.0,9.43647642800494e-21
Inactive mismatch model,WT scenario,0.01,0.009999999672111157,9.917965623891151e-08,0.04724686424248755,4.724686424248755,2.4195001087098253,0.009933183228886243,0.0,9.43647642800494e-21
Inactive mismatch model,mutant scenario,0.0,0.0,9.924116854969482e-08,0.01627106812260923,1.6271068122609231,2.420964380214942,0.0,0.0,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,1e-10,9.999999668781756e-11,9.924116854969482e-08,0.01627106812260923,1.6271068122609231,2.4209643802149414,1.000018261612229e-10,0.0,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,1.165914401179831e-10,1.165914362562619e-10,9.924116854969482e-08,0.016271068122609228,1.627106812260923,2.420964380214941,1.1659356926371727e-10,0.0,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,1.3593563908785242e-10,1.3593563458541606e-10,9.924116854969482e-08,0.01627106812260923,1.6271068122609231,2.4209643802149414,1.3593812148689644e-10,2.5849394142282115e-26,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,1.584893192461111e-10,1.584893139966557e-10,9.924116854969482e-08,0.016271068122609228,1.627106812260923,2.4209643802149414,1.584922135073313e-10,2.5849394142282115e-26,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,1.8478497974222944e-10,1.847849736218138e-10,9.924116854969482e-08,0.016271068122609235,1.6271068122609236,2.4209643802149414,1.8478835419820768e-10,0.0,4.5263323118901674e-21
Inactive mismatch model,mutant scenario,2.1544346900318867e-10,2.154434618673079e-10,9.924116854969482e-08,0.016271068122609228,1.627106812260923,2.4209643802149414,2.154474033234044e-10,0.0,4.5263323118901674e-21
