ligand,site,total_l_M,free_l_M,free_u_M,target_U1_occupancy,inclusion_proxy_percent,offtarget_inclusion_proxy_percent,target_ligand_occupancy,ligand_mass_error_M,u1_mass_error_M
Aminoglycoside-like model,mutant scenario,2.511886431509582e-10,2.5096227083149675e-10,9.92410871585772e-08,0.01627105547306339,1.627105547306339,2.4212357682706696,5.8013320827802984e-08,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,2.928644564625237e-10,2.9260052605802435e-10,9.924107365474957e-08,0.01627105337434256,1.6271053374342561,2.421280795020884,6.763856556580363e-08,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,3.414548873833601e-10,3.4114716758981646e-10,9.924105791048952e-08,0.01627105092742128,1.627105092742128,2.4213332922005266,7.886077678800063e-08,5.169878828456423e-26,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,3.9810717055349694e-10,3.9774839624809527e-10,9.924103955409395e-08,0.016271048074530788,1.6271048074530787,2.421394499205052,9.194491414869483e-08,-5.169878828456423e-26,4.539567201691016e-21
Aminoglycoside-like model,mutant scenario,4.6415888336127727e-10,4.6374058409287493e-10,9.924101815219494e-08,0.016271044748318617,1.6271044748318617,2.4214658610432087,1.0719989789451472e-07,-5.169878828456423e-26,4.539567201691016e-21
Aminoglycoside-like model,mutant scenario,5.411695265464626e-10,5.406818265758825e-10,9.924099319953081e-08,0.0162710408702589,1.62710408702589,2.421549062443974,1.2498590254896835e-07,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,6.309573444801942e-10,6.303887296520942e-10,9.924096410702102e-08,0.016271036348799003,1.6271036348799002,2.4216460676196965,1.4572286072041974e-07,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,7.356422544596422e-10,7.349793004056322e-10,9.924093018786326e-08,0.01627103107719883,1.627103107719883,2.421759166622953,1.699003778089954e-07,0.0,4.539567201691016e-21
Aminoglycoside-like model,mutant scenario,8.576958985908946e-10,8.569229538519932e-10,9.924089064132556e-08,0.016271024931011888,1.6271024931011888,2.421891029389866,1.980892916989838e-07,0.0,4.552802091491864e-21
Aminoglycoside-like model,mutant scenario,1e-09,9.990988165940577e-10,9.924084453385122e-08,0.016271017765148752,1.6271017765148752,2.42204476874339,2.3095515036092416e-07,0.0,4.539567201691016e-21
Aminoglycoside-like model,mutant scenario,1.1659144011798312e-09,1.1648637039012968e-09,9.924079077703138e-08,0.016271009410453716,1.6271009410453716,2.4222240138408417,2.6927392556872516e-07,0.0,4.539567201691016e-21
Aminoglycoside-like model,mutant scenario,1.3593563908785241e-09,1.358131375174897e-09,9.924072810192653e-08,0.01627099966971407,1.627099966971407,2.422432995795287,3.139503337307368e-07,0.0,4.552802091491864e-21
Aminoglycoside-like model,mutant scenario,1.584893192461111e-09,1.5834649390488791e-09,9.924065502913265e-08,0.016270988313008036,1.6270988313008037,2.4226766474862482,3.6603919638605174e-07,0.0,4.552802091491864e-21
Aminoglycoside-like model,mutant scenario,1.847849797422287e-09,1.846184589845841e-09,9.924056983388757e-08,0.016270975072281934,1.6270975072281935,2.422960719908028,4.2677034468147144e-07,-2.0679515313825692e-25,4.552802091491864e-21
Aminoglycoside-like model,mutant scenario,2.1544346900318866e-09,2.152493219086187e-09,9.924047050539708e-08,0.016270959635029125,1.6270959635029125,2.423291917791411,4.975776558146124e-07,-4.1359030627651384e-25,4.566036981292713e-21
Aminoglycoside-like model,mutant scenario,2.511886431509582e-09,2.5096228677881795e-09,9.924035469942506e-08,0.01627094163692214,1.627094163692214,2.423678057685533,5.801329069795617e-07,0.0,4.566036981292713e-21
Aminoglycoside-like model,mutant scenario,2.9286445646252374e-09,2.9260054773579583e-09,9.924021968303466e-08,0.016270920653225125,1.6270920653225125,2.424128252211502,6.763852460860637e-07,0.0,4.566036981292713e-21
Aminoglycoside-like model,mutant scenario,3.414548873833601e-09,3.4114719705712397e-09,9.924006227018405e-08,0.016270896188785158,1.6270896188785158,2.42465312480982,7.886072111257682e-07,4.1359030627651384e-25,4.566036981292713e-21
Aminoglycoside-like model,mutant scenario,3.981071705534969e-09,3.977484363038604e-09,9.92398787466678e-08,0.016270867666367955,1.6270867666367956,2.425265060013481,9.194483846595802e-07,8.271806125530277e-25,4.59250676089441e-21
Aminoglycoside-like model,mutant scenario,4.641588833612773e-09,4.637406385416552e-09,9.923966478264737e-08,0.01627083441306516,1.627083441306516,2.4259784951036285,1.0719979501471284e-06,0.0,4.59250676089441e-21
Aminoglycoside-like model,mutant scenario,5.411695265464648e-09,5.406819005891535e-09,9.92394153307268e-08,0.016270795644455605,1.6270795644455605,2.4268102599629837,1.249857626986687e-06,0.0,4.605741650695258e-21
Aminoglycoside-like model,mutant scenario,6.309573444801943e-09,6.3038883025928925e-09,9.923912450719587e-08,0.016270750446151245,1.6270750446151245,2.4277799730547898,1.4572267061404591e-06,8.271806125530277e-25,4.6189765404961065e-21
Aminoglycoside-like model,mutant scenario,7.356422544596422e-09,7.349794371615705e-09,9.923878545367635e-08,0.01627069775229847,1.627069775229847,2.4289105027456266,1.6990011938672143e-06,0.0,4.632211430296955e-21
Aminoglycoside-like model,mutant scenario,8.576958985908947e-09,8.569231397439775e-09,9.923839017595768e-08,0.01627063632053549,1.6270636320535488,2.430228504686292,1.980889404110781e-06,0.0,4.6454463200978034e-21
Aminoglycoside-like model,mutant scenario,1e-08,9.990990692747185e-09,9.923792935628992e-08,0.01627056470282648,1.627056470282648,2.4317650476969788,2.309546728355656e-06,-1.6543612251060553e-24,4.6719160996995e-21
Aminoglycoside-like model,mutant scenario,1.165914401179831e-08,1.1648640473640896e-08,9.923739213479988e-08,0.016270481211499353,1.6270481211499352,2.433556342606026,2.6927327644173762e-06,0.0,4.685150989500349e-21
Aminoglycoside-like model,mutant scenario,1.3593563908785241e-08,1.3581318420311046e-08,9.923676585500387e-08,0.016270383879707036,1.6270383879707035,2.435644590804754,3.139494513360722e-06,0.0,4.711620769102046e-21
Aminoglycoside-like model,mutant scenario,1.5848931924611143e-08,1.5834655736219285e-08,9.923603576758957e-08,0.016270270415407483,1.6270270415407482,2.4380789719478884,3.6603799689762863e-06,0.0,4.751325438504591e-21
Aminoglycoside-like model,mutant scenario,1.8478497974222906e-08,1.8461854523760755e-08,9.923518468571982e-08,0.016270138147815826,1.6270138147815825,2.440916793297774,4.267687141498562e-06,0.0,4.791030107907136e-21
Aminoglycoside-like model,mutant scenario,2.1544346900318866e-08,2.152494391444301e-08,9.923419258405464e-08,0.016269983965117685,1.6269983965117685,2.4442248267331976,4.975754393420519e-06,0.0,4.8307347773096816e-21
Aminoglycoside-like model,mutant scenario,2.511886431509582e-08,2.5096244612380624e-08,9.923303613247804e-08,0.01626980424204617,1.626980424204617,2.448080863475845,5.801298940050255e-06,0.0,4.896909226313924e-21
Aminoglycoside-like model,mutant scenario,2.9286445646252374e-08,2.9260076431032064e-08,9.923168815413734e-08,0.016269594755711294,1.6269594755711294,2.4525755211872737,6.763811503824154e-06,0.0,4.9498487855173176e-21
Aminoglycoside-like model,mutant scenario,3.4145488738336004e-08,3.4114749140822345e-08,9.923011699583482e-08,0.016269350587828756,1.6269350587828757,2.45781434331513,7.886016436088691e-06,0.0,5.01602323452156e-21
Aminoglycoside-like model,mutant scenario,3.981071705534969e-08,3.97748836351322e-08,9.922828579704022e-08,0.016269066011221533,1.6269066011221534,2.463920236474768,9.194408164262912e-06,6.617444900424222e-24,5.108667463127499e-21
Aminoglycoside-like model,mutant scenario,4.641588833612773e-08,4.6374118222106035e-08,9.922615164180206e-08,0.01626873435816102,1.626873435816102,2.471036298289395,1.0719876622309658e-05,0.0,5.201311691733438e-21
Aminoglycoside-like model,mutant scenario,5.411695265464637e-08,5.4068263944098317e-08,9.922366457561626e-08,0.016268347867773408,1.6268347867773407,2.479329095511737,1.2498436420581502e-05,0.0,5.3336605897419224e-21
Aminoglycoside-like model,mutant scenario,6.30957344480193e-08,6.303898343018927e-08,9.922076646686014e-08,0.016267897509360873,1.6267897509360874,2.4889924604219997,1.4572076956639192e-05,0.0,5.466009487750407e-21
Aminoglycoside-like model,mutant scenario,7.356422544596421e-08,7.349808015059093e-08,9.921738968972625e-08,0.01626737277807842,1.626737277807842,2.500251882410736,1.6989753518947694e-05,0.0,5.638063055161437e-21
Aminoglycoside-like model,mutant scenario,8.576958985908945e-08,8.569249935706251e-08,9.92134556027209e-08,0.016266761458970325,1.6266761458970325,2.5133695812233015,1.9808542757243128e-05,0.0,5.836586402174163e-21
Aminoglycoside-like model,mutant scenario,1e-07,9.991015880134158e-08,9.920887279377861e-08,0.016266049354914026,1.6266049354914027,2.5286503583921514,2.3094989764603524e-05,1.3234889800848443e-23,6.088049308390284e-21
Aminoglycoside-like model,mutant scenario,1.1659144011798311e-07,1.1648674692131039e-07,9.920353505997323e-08,0.01626521997355844,1.626521997355844,2.546448333620102,2.692667852733975e-05,0.0,6.3792168840089494e-21
Aminoglycoside-like model,mutant scenario,1.3593563908785243e-07,1.3581364903544767e-07,9.919731908681946e-08,0.016264254167901847,1.6264254167901848,2.567174682838237,3.139406275503743e-05,2.6469779601696886e-23,6.749793798432706e-21
Aminoglycoside-like model,mutant scenario,1.584893192461114e-07,1.5834718873029804e-07,9.919008178946306e-08,0.01626312972476539,1.626312972476539,2.5913065036486636,3.6602600226852846e-05,0.0,7.199780051661553e-21
Aminoglycoside-like model,mutant scenario,1.8478497974222906e-07,1.8461940269328887e-07,9.918165727595952e-08,0.016261820895132204,1.6261820895132204,2.619396940859864,4.26752409238156e-05,0.0,7.742410533496339e-21
Aminoglycoside-like model,mutant scenario,2.1544346900318867e-07,2.1525060346903395e-07,9.917185339177056e-08,0.01626029786020951,1.6260297860209512,2.6520867083915163,4.975532752576459e-05,0.0,8.430624803140458e-21
Aminoglycoside-like model,mutant scenario,2.5118864315095823e-07,2.5096402685822745e-07,9.91604478051645e-08,0.016258526127229368,1.625852612722937,2.6901171419677343,5.800997652762186e-05,-5.293955920339377e-23,9.277657750394758e-21
Aminoglycoside-like model,mutant scenario,2.928644564625237e-07,2.9260290993386915e-07,9.91471835962084e-08,0.016256465849565954,1.6256465849565953,2.734344907009476,6.763401949576551e-05,0.0,1.0376153603865179e-20
Aminoglycoside-like model,mutant scenario,3.414548873833601e-07,3.4115040308548467e-07,9.9131764318578e-08,0.016254071066890127,1.6254071066890128,2.785758464333316,7.885459709953856e-05,0.0,1.1792286812555963e-20
Aminoglycoside-like model,mutant scenario,3.981071705534969e-07,3.977527864778341e-07,9.911384851492553e-08,0.016251288863039545,1.6251288863039546,2.8454963578733907,9.193651381456312e-05,-5.293955920339377e-23,1.3631936494873896e-20
Aminoglycoside-like model,mutant scenario,4.6415888336127725e-07,4.637465394118862e-07,9.909304368488482e-08,0.016248058442353448,1.6248058442353448,2.9148673274884835,0.00010718847894954477,0.0,1.6080391108030858e-20
Aminoglycoside-like model,mutant scenario,5.411695265464637e-07,5.406899021518277e-07,9.906889973229834e-08,0.016244310129784785,1.6244310129784785,2.995372158204853,0.0001249703802964468,0.0,1.937587866844212e-20
Aminoglycoside-like model,mutant scenario,6.30957344480193e-07,6.30399675989065e-07,9.90409019577894e-08,0.016239964306622723,1.6239964306622723,3.0887270454042244,0.00014570176070641312,0.0,2.3928680759933985e-20
Aminoglycoside-like model,mutant scenario,7.356422544596422e-07,7.349941311671784e-07,9.900846371774035e-08,0.01623493030267994,1.6234930302679942,3.196888072115314,0.0001698716957814905,0.0,-1.9693516023662483e-20
Aminoglycoside-like model,mutant scenario,8.576958985908945e-07,8.569430367222535e-07,9.897091894539745e-08,0.01622910527802228,1.622910527802228,3.322076146786551,0.00019805030325478038,0.0,-1.053497228147536e-20
Aminoglycoside-like model,mutant scenario,1e-06,9.991259947184779e-07,9.892751482654966e-08,0.0162223731431235,1.62223731431235,3.466801423880275,0.00023090215220756836,2.117582368135751e-22,0.0
Aminoglycoside-like model,mutant scenario,1.1659144011798312e-06,1.1649004577615012e-06,9.887740504913397e-08,0.01621460358703078,1.6214603587030778,3.6338858123065663,0.0002692018838385879,0.0,0.0
Aminoglycoside-like model,mutant scenario,1.3593563908785242e-06,1.358181037691473e-06,9.881964420000777e-08,0.016205651308217203,1.6205651308217204,3.8264816579192953,0.0003138524059644949,0.0,0.0
Aminoglycoside-like model,mutant scenario,1.584893192461114e-06,1.583531980396274e-06,9.875318406982846e-08,0.016195355573391496,1.6195355573391494,4.04808406341584,0.00036590608181773893,0.0,0.0
Aminoglycoside-like model,mutant scenario,1.8478497974222906e-06,1.8462749930321392e-06,9.867687284178435e-08,0.016183540264565973,1.6183540264565972,4.302533592288389,0.00042658940117206015,2.117582368135751e-22,0.0
Aminoglycoside-like model,mutant scenario,2.1544346900318822e-06,2.1526149729107925e-06,9.858945837335482e-08,0.016170014612811468,1.6170014612811467,4.594005324731844,0.0004973316996546924,0.0,0.0
Aminoglycoside-like model,mutant scenario,2.5118864315095823e-06,2.5097866104195096e-06,9.848959701348737e-08,0.016154574855345476,1.6154574855345476,4.926979456006466,0.0005797985817218408,8.470329472543003e-22,0.0
Aminoglycoside-like model,mutant scenario,2.9286445646252375e-06,2.9262253314793738e-06,9.837586959835692e-08,0.016137007085758284,1.6137007085758284,5.306187958238542,0.0006759308057352594,8.470329472543003e-22,0.0
Aminoglycoside-like model,mutant scenario,3.414548873833601e-06,3.4117666197242354e-06,9.824680638920522e-08,0.01611709158759568,1.611709158759568,5.736531425398586,0.0007879895075538205,1.2705494208814505e-21,0.0
Aminoglycoside-like model,mutant scenario,3.981071705534969e-06,3.977878428184018e-06,9.810092268969395e-08,0.016094608938612334,1.6094608938612334,6.2229603080960985,0.0009186087738013814,1.6940658945086007e-21,1.3234889800848443e-23
Aminoglycoside-like model,mutant scenario,4.641588833612782e-06,4.637932170366534e-06,9.793676662562465e-08,0.01606934813360958,1.606934813360958,6.7703155936937724,0.001070856729280732,4.235164736271502e-21,0.0
Aminoglycoside-like model,mutant scenario,5.411695265464638e-06,5.407518689422944e-06,9.775297999600326e-08,0.01604111688328286,1.6041116883282862,7.383125900767233,0.0012483064766114764,5.082197683525802e-21,0.0
Aminoglycoside-like model,mutant scenario,6.30957344480193e-06,6.304816662783807e-06,9.754837212780906e-08,0.0160097540914831,1.60097540914831,8.065361213359918,0.001455118421637535,9.317362419797304e-21,0.0
Aminoglycoside-like model,mutant scenario,7.356422544596406e-06,7.3510221331229385e-06,9.732200523751734e-08,0.01597514428563597,1.597514428563597,8.820148246371279,0.0016961357366702295,1.4399560103323106e-20,0.0
Aminoglycoside-like model,mutant scenario,8.576958985908945e-06,8.570849293917246e-06,9.707328793930377e-08,0.01593723347766439,1.593723347766439,9.64945864580296,0.0019769949557601097,2.202285662861181e-20,0.0
Aminoglycoside-like model,mutant scenario,1e-05,9.993114333504055e-06,9.680207136944879e-08,0.01589604558577761,1.5896045585777612,10.553788464598853,0.002304253961455514,2.879912020664621e-20,0.0
Aminoglycoside-like model,mutant scenario,1.165914401179831e-05,1.165141609569482e-05,9.650874018313632e-08,0.015851698193213165,1.5851698193213166,11.531854734924174,0.0026855399088803853,4.2351647362715017e-20,0.0
Aminoglycoside-like model,mutant scenario,1.359356390878524e-05,1.3584929594986246e-05,9.619428882972382e-08,0.015804416123549495,1.5804416123549496,12.580341126763706,0.0031297199361210648,5.590417451878382e-20,3.970466940254533e-23
Aminoglycoside-like model,mutant scenario,1.584893192461114e-05,1.583933108555658e-05,9.586037253211017e-08,0.015754541154882316,1.5754541154882316,13.693727951933955,0.0036470978222203545,7.792703114739563e-20,1.3234889800848443e-22
Aminoglycoside-like model,mutant scenario,1.8478497974222908e-05,1.8467876489979853e-05,9.550932279383504e-08,0.01570253625886105,1.570253625886105,14.864240445491964,0.004249640063242783,9.147955830346444e-20,3.5734202462290796e-22
Aminoglycoside-like model,mutant scenario,2.1544346900318823e-05,2.153265862059022e-05,9.514411939811761e-08,0.015648983094141377,1.5648983094141378,16.081942118983665,0.004951235124135035,1.1519648082658485e-19,9.926167350636332e-22
Aminoglycoside-like model,mutant scenario,2.5118864315095822e-05,2.5106072859822884e-05,9.476831480405662e-08,0.015594572116972112,1.5594572116972112,17.334986839040237,0.005767989861850443,1.3891340334970526e-19,2.63374307036884e-21
