total_BiTE_nM,KD_CD3_nM,KD_TAA_nM,free_CD3_nM,free_TAA_nM,free_BiTE_nM,CD3_BiTE_nM,TAA_BiTE_nM,trimer_nM,trimer_complexes_per_target,max_mass_balance_error_nM
100.0,10.0,0.1,0.8099616383650637,0.01988324440490376,77.16446677907206,6.250025793594373,15.342799523423666,1.2427079039098954,748.3761920909944,9.947598300641403e-14
121.15276586285876,10.0,0.1,0.672162020120764,0.015865542243280784,97.9775611879067,6.585679545456912,15.544671359203615,1.0448537702915683,629.2256478312531,4.263256414560601e-14
146.77992676220674,10.0,0.1,0.5570995141505108,0.01274521235357055,123.3172815396138,6.869999763208061,15.717049400874235,0.8755960585106614,527.2962713252399,2.842170943040401e-14
177.82794100389228,10.0,0.1,0.46129534403979566,0.010292628808231253,154.1232109968319,7.109631964130157,15.863330015230956,0.7317680276992781,440.6810066472632,1.7763568394002505e-15
215.44346900318823,10.0,0.1,0.38169369062033087,0.008346664521403055,191.53563081486914,7.3107941811020565,15.986836543070217,0.6102074641468443,367.475524189495,2.842170943040401e-14
261.0157215682533,10.0,0.1,0.3156574112319536,0.0067910952560194604,236.9379984698243,7.479123521946532,16.090685173791698,0.5079144026907466,305.87320270349994,5.684341886080802e-14
316.22776601683796,10.0,0.1,0.2609384164759591,0.0055401548581285945,292.0082972321965,7.619618267761055,16.17771186524812,0.422138651632218,254.21783803658207,5.684341886080802e-14
383.1186849557285,10.0,0.1,0.2156367105476278,0.004529346256903719,358.78118419365666,7.736639436590268,16.250442136750223,0.35041918873133826,211.0273679545125,3.552713678800501e-15
464.1588833612773,10.0,0.1,0.1781562976421731,0.0037093987529465402,439.7232553718701,7.833946716421619,16.31108895118008,0.2905923218054399,174.99878656875765,5.684341886080802e-14
562.341325190349,10.0,0.1,0.14716243211689398,0.003042177524999751,537.8242246017578,7.914752094377732,16.361567684838857,0.24078080937460647,145.0015926360608,3.552713678800501e-15
681.2920690579608,10.0,0.1,0.12154241924238794,0.0024978431156060165,656.7073956689409,7.981780560397115,16.403520472392202,0.19937235623065866,120.06483928738895,9.29034627006331e-13
825.4041852680173,10.0,0.1,0.10037084935985785,0.002052833882483,800.7635160063668,8.037331423794516,16.438344775140877,0.16499306271510714,99.36114480938829,2.4868995751603507e-13
1000.0,10.0,0.1,0.08287941274781828,0.001688403983830679,975.3129611854072,8.083336546838222,16.467222891471376,0.1364793762832578,82.1898014814784,6.572520305780927e-14
1211.5276586285877,10.0,0.1,0.0684310602407674,0.0013895449322277296,1186.802243917045,8.121413584736523,16.491150435914275,0.11285069089196073,67.96027454146375,1.7763568394002505e-14
1467.7992676220676,10.0,0.1,0.05649809798089632,0.0011441774711549984,1443.0421076887246,8.15291343907567,16.510962695454637,0.09328379881267201,56.17681670774317,2.2737367544323206e-13
1778.2794100389228,10.0,0.1,0.046643743726565656,0.0009425375562032946,1753.4960000993217,8.178961805419071,16.527358347458666,0.07708978672359777,46.4245546807885,1.7763568394002505e-15
2154.4346900318824,10.0,0.1,0.038506673431419065,0.0007767041054171241,2129.629580983766,8.20049508048317,16.540920385678408,0.06369358195464207,38.357171603945055,1.7763568394002505e-15
2610.157215682533,10.0,0.1,0.03178811921850421,0.0006402319082554727,2585.334174147954,8.21829109474883,16.55213431792831,0.0526161219019,31.686169233856074,1.7763568394002505e-15
