total_BiTE_nM,effector_target_ratio,TAA_expression_multiplier,surviving_fraction_48h,lysed_fraction_48h,initial_trimer_complexes_per_target,cell_ledger_error
0.0031622776601683794,5.0,1.0,0.9999936033598122,6.396640187743371e-06,0.5269074623337691,0.0
0.005623413251903491,5.0,1.0,0.9999797727907827,2.022720921734477e-05,0.9369697327304045,1.1102230246251565e-16
0.01,5.0,1.0,0.9999360397977569,6.396020224293665e-05,1.666134024820999,1.1102230246251565e-16
0.01778279410038923,5.0,1.0,0.9997977584370199,0.00020224156298024313,2.9626621875656243,2.220446049250313e-16
0.03162277660168379,5.0,1.0,0.9993605263578095,0.0006394736421905938,5.267841254362663,0.0
0.05623413251903491,5.0,1.0,0.9979778738498642,0.0020221261501358204,9.365795373053004,0.0
0.1,5.0,1.0,0.9936025698040224,0.006397430195977641,16.648991595548264,0.0
0.1778279410038923,5.0,1.0,0.9797202281609209,0.020279771839079058,29.58751773323871,1.1102230246251565e-16
0.31622776601683794,5.0,1.0,0.9352546215301824,0.06474537846981762,52.55444568367405,0.0
0.5623413251903491,5.0,1.0,0.78817665802872,0.2118233419712802,93.26416443147475,2.220446049250313e-16
1.0,5.0,1.0,0.2888516718357653,0.7111483281642346,165.2343121654007,1.1102230246251565e-16
1.7782794100389228,5.0,1.0,0.019693419216506487,0.9803065807834935,291.84256148307355,1.1102230246251565e-16
3.1622776601683795,5.0,1.0,0.006570615240090907,0.9934293847599092,512.3990224572685,2.220446049250313e-16
5.623413251903491,5.0,1.0,0.004540319142777326,0.9954596808572229,888.3153069104399,4.440892098500626e-16
10.0,5.0,1.0,0.004035428998675516,0.9959645710013244,1488.8403464311975,2.220446049250313e-16
17.78279410038923,5.0,1.0,0.003930675123538829,0.9960693248764609,2180.350255133125,3.3306690738754696e-16
31.622776601683793,5.0,1.0,0.003984185201968405,0.996015814798032,2365.2104264753943,4.440892098500626e-16
56.23413251903491,5.0,1.0,0.004180727036593037,0.995819272963407,2187.6504241244115,2.220446049250313e-16
100.0,5.0,1.0,0.004676027601388272,0.9953239723986119,1840.506355406814,2.220446049250313e-16
177.82794100389228,5.0,1.0,0.006031879834724577,0.9939681201652755,1402.1161596049358,2.220446049250313e-16
316.22776601683796,5.0,1.0,0.010576791611989288,0.9894232083880109,968.986054673798,2.220446049250313e-16
562.341325190349,5.0,1.0,0.03056999657000374,0.9694300034299963,619.4346360753085,2.220446049250313e-16
1000.0,5.0,1.0,0.1251279753801637,0.8748720246198362,375.67734892251724,2.220446049250313e-16
1778.2794100389228,5.0,1.0,0.39112141253645627,0.6088785874635437,220.62809898515408,1.1102230246251565e-16
3162.2776601683795,5.0,1.0,0.70473782620915,0.29526217379084996,127.16238280528914,1.1102230246251565e-16
5623.413251903491,5.0,1.0,0.8881239201436008,0.11187607985639911,72.51053685090243,2.220446049250313e-16
10000.0,5.0,1.0,0.9620855108706627,0.037914489129337224,41.09665620651354,1.1102230246251565e-16
0.0,5.0,3.0,1.0,0.0,0.0,0.0
0.001,5.0,3.0,0.9999993089664699,6.91033530080513e-07,0.17318420362786047,0.0
0.0017782794100389228,5.0,3.0,0.9999978147774062,2.1852225937079048e-06,0.3079686137615435,1.1102230246251565e-16
0.0031622776601683794,5.0,3.0,0.999993089812316,6.910187684010052e-06,0.5476501664353448,0.0
0.005623413251903491,5.0,3.0,0.9999781485464804,2.1851453519676903e-05,0.9738621180700854,1.1102230246251565e-16
0.01,5.0,3.0,0.9999309018899273,6.909811007274169e-05,1.7317581699750886,2.220446049250313e-16
0.01778279410038923,5.0,3.0,0.9997815008792584,0.0002184991207415598,3.0794209329568463,2.220446049250313e-16
0.03162277660168379,5.0,3.0,0.9993090479086497,0.0006909520913501398,5.47566303539459,1.1102230246251565e-16
0.05623413251903491,5.0,3.0,0.9978145948765328,0.0021854051234672374,9.73596932559011,2.220446049250313e-16
0.1,5.0,3.0,0.993082362838028,0.006917637161972075,17.309196486867226,1.1102230246251565e-16
0.1778279410038923,5.0,3.0,0.9780417033268561,0.021958296673143713,30.76769682752182,2.220446049250313e-16
0.31622776601683794,5.0,3.0,0.9296257289184218,0.07037427108157825,54.67281216981245,1.1102230246251565e-16
0.5623413251903491,5.0,3.0,0.7666944082905288,0.23330559170947113,97.09475845582556,1.1102230246251565e-16
1.0,5.0,3.0,0.20130674768582643,0.7986932523141734,172.25484594226344,2.220446049250313e-16
1.7782794100389228,5.0,3.0,0.013008212742992839,0.9869917872570072,305.03352774012257,2.220446049250313e-16
3.1622776601683795,5.0,3.0,0.005038042753947591,0.9949619572460525,538.3894167811384,2.220446049250313e-16
5.623413251903491,5.0,3.0,0.0037138865313035576,0.9962861134686966,944.687757926458,2.220446049250313e-16
10.0,5.0,3.0,0.003367623762355695,0.9966323762376442,1640.047145597406,1.1102230246251565e-16
17.78279410038923,5.0,3.0,0.003266974317345828,0.9967330256826541,2791.4040971042123,2.220446049250313e-16
31.622776601683793,5.0,3.0,0.003244605565647517,0.9967553944343528,4554.861552267765,4.440892098500626e-16
56.23413251903491,5.0,3.0,0.0032572962569123952,0.9967427037430877,6151.065803458495,2.220446049250313e-16
100.0,5.0,3.0,0.003302014171215748,0.9966979858287843,5480.406821547021,4.440892098500626e-16
177.82794100389228,5.0,3.0,0.003414285758168385,0.9965857142418318,4199.713383811156,2.220446049250313e-16
